transaction_code,date,time,datetime,day_of_week,day_name,month,is_weekend,is_payday,event,event_multiplier,total,payment_method,amount_paid,change,num_items
TRX-250924-01744,2025-09-24,18:38:00,2025-09-24 18:38:00,2,Wednesday,9,0,0,normal,1.0,10000,CASH,15000,5000,1
TRX-250924-01745,2025-09-24,19:25:00,2025-09-24 19:25:00,2,Wednesday,9,0,0,normal,1.0,71800,CASH,75000,3200,3
TRX-250924-01746,2025-09-24,09:26:00,2025-09-24 09:26:00,2,Wednesday,9,0,0,normal,1.0,13425,CASH,15000,1575,3
TRX-250924-01747,2025-09-24,13:38:00,2025-09-24 13:38:00,2,Wednesday,9,0,0,normal,1.0,23700,CASH,25000,1300,4
TRX-250924-01748,2025-09-24,17:11:00,2025-09-24 17:11:00,2,Wednesday,9,0,0,normal,1.0,3000,TRANSFER,3000,0,1
TRX-250924-01749,2025-09-24,17:53:00,2025-09-24 17:53:00,2,Wednesday,9,0,0,normal,1.0,8000,CASH,10000,2000,2
TRX-250924-01750,2025-09-24,11:39:00,2025-09-24 11:39:00,2,Wednesday,9,0,0,normal,1.0,10000,CASH,15000,5000,3
TRX-250924-01751,2025-09-24,18:11:00,2025-09-24 18:11:00,2,Wednesday,9,0,0,normal,1.0,16000,EWALLET,16000,0,2
TRX-250924-01752,2025-09-24,19:11:00,2025-09-24 19:11:00,2,Wednesday,9,0,0,normal,1.0,107000,CASH,110000,3000,3
TRX-250924-01753,2025-09-24,08:59:00,2025-09-24 08:59:00,2,Wednesday,9,0,0,normal,1.0,22250,CASH,25000,2750,2
TRX-250924-01754,2025-09-24,18:11:00,2025-09-24 18:11:00,2,Wednesday,9,0,0,normal,1.0,32000,QRIS,32000,0,2
TRX-250924-01755,2025-09-24,12:15:00,2025-09-24 12:15:00,2,Wednesday,9,0,0,normal,1.0,263000,CASH,265000,2000,5
TRX-250924-01756,2025-09-24,16:48:00,2025-09-24 16:48:00,2,Wednesday,9,0,0,normal,1.0,32100,QRIS,32100,0,2
TRX-250925-01757,2025-09-25,08:27:00,2025-09-25 08:27:00,3,Thursday,9,0,1,normal,1.0,27500,CASH,30000,2500,3
TRX-250925-01758,2025-09-25,15:23:00,2025-09-25 15:23:00,3,Thursday,9,0,1,normal,1.0,30000,CASH,35000,5000,1
TRX-250925-01759,2025-09-25,06:47:00,2025-09-25 06:47:00,3,Thursday,9,0,1,normal,1.0,3000,QRIS,3000,0,1
TRX-250925-01760,2025-09-25,16:59:00,2025-09-25 16:59:00,3,Thursday,9,0,1,normal,1.0,3000,QRIS,3000,0,1
TRX-250925-01761,2025-09-25,17:57:00,2025-09-25 17:57:00,3,Thursday,9,0,1,normal,1.0,7000,QRIS,7000,0,2
TRX-250925-01762,2025-09-25,15:11:00,2025-09-25 15:11:00,3,Thursday,9,0,1,normal,1.0,82400,CASH,85000,2600,3
TRX-250925-01763,2025-09-25,08:56:00,2025-09-25 08:56:00,3,Thursday,9,0,1,normal,1.0,19000,CASH,20000,1000,3
TRX-250925-01764,2025-09-25,17:39:00,2025-09-25 17:39:00,3,Thursday,9,0,1,normal,1.0,7000,CASH,10000,3000,2
TRX-250925-01765,2025-09-25,06:34:00,2025-09-25 06:34:00,3,Thursday,9,0,1,normal,1.0,135000,CASH,140000,5000,1
TRX-250925-01766,2025-09-25,08:50:00,2025-09-25 08:50:00,3,Thursday,9,0,1,normal,1.0,17000,CASH,20000,3000,2
TRX-250925-01767,2025-09-25,19:38:00,2025-09-25 19:38:00,3,Thursday,9,0,1,normal,1.0,11500,CASH,15000,3500,3
TRX-250925-01768,2025-09-25,12:38:00,2025-09-25 12:38:00,3,Thursday,9,0,1,normal,1.0,24000,CASH,25000,1000,4
TRX-250925-01769,2025-09-25,09:27:00,2025-09-25 09:27:00,3,Thursday,9,0,1,normal,1.0,69000,TRANSFER,69000,0,4
TRX-250925-01770,2025-09-25,07:36:00,2025-09-25 07:36:00,3,Thursday,9,0,1,normal,1.0,27000,CASH,30000,3000,3
TRX-250925-01771,2025-09-25,11:00:00,2025-09-25 11:00:00,3,Thursday,9,0,1,normal,1.0,27000,CASH,30000,3000,2
TRX-250925-01772,2025-09-25,13:28:00,2025-09-25 13:28:00,3,Thursday,9,0,1,normal,1.0,40000,CASH,45000,5000,2
TRX-250925-01773,2025-09-25,09:05:00,2025-09-25 09:05:00,3,Thursday,9,0,1,normal,1.0,53800,CASH,55000,1200,3
TRX-250925-01774,2025-09-25,13:02:00,2025-09-25 13:02:00,3,Thursday,9,0,1,normal,1.0,13000,CASH,15000,2000,2
TRX-250925-01775,2025-09-25,14:22:00,2025-09-25 14:22:00,3,Thursday,9,0,1,normal,1.0,5000,TRANSFER,5000,0,1
TRX-250925-01776,2025-09-25,14:18:00,2025-09-25 14:18:00,3,Thursday,9,0,1,normal,1.0,22550,CASH,25000,2450,5
TRX-250925-01777,2025-09-25,10:30:00,2025-09-25 10:30:00,3,Thursday,9,0,1,normal,1.0,8000,CASH,10000,2000,1
TRX-250925-01778,2025-09-25,17:55:00,2025-09-25 17:55:00,3,Thursday,9,0,1,normal,1.0,12800,CASH,15000,2200,2
TRX-250926-01779,2025-09-26,11:50:00,2025-09-26 11:50:00,4,Friday,9,0,1,normal,1.0,25750,CASH,30000,4250,3
TRX-250926-01780,2025-09-26,17:15:00,2025-09-26 17:15:00,4,Friday,9,0,1,normal,1.0,193400,CASH,195000,1600,5
TRX-250926-01781,2025-09-26,11:12:00,2025-09-26 11:12:00,4,Friday,9,0,1,normal,1.0,8500,CASH,10000,1500,2
TRX-250926-01782,2025-09-26,15:15:00,2025-09-26 15:15:00,4,Friday,9,0,1,normal,1.0,12000,CASH,15000,3000,2
TRX-250926-01783,2025-09-26,12:00:00,2025-09-26 12:00:00,4,Friday,9,0,1,normal,1.0,105500,CASH,110000,4500,3
TRX-250926-01784,2025-09-26,18:30:00,2025-09-26 18:30:00,4,Friday,9,0,1,normal,1.0,100000,CASH,105000,5000,5
TRX-250926-01785,2025-09-26,18:12:00,2025-09-26 18:12:00,4,Friday,9,0,1,normal,1.0,81000,CASH,85000,4000,4
TRX-250926-01786,2025-09-26,17:29:00,2025-09-26 17:29:00,4,Friday,9,0,1,normal,1.0,15750,CASH,20000,4250,2
TRX-250926-01787,2025-09-26,10:16:00,2025-09-26 10:16:00,4,Friday,9,0,1,normal,1.0,83850,QRIS,83850,0,3
TRX-250926-01788,2025-09-26,18:31:00,2025-09-26 18:31:00,4,Friday,9,0,1,normal,1.0,63000,CASH,65000,2000,3
TRX-250926-01789,2025-09-26,09:17:00,2025-09-26 09:17:00,4,Friday,9,0,1,normal,1.0,2000,CASH,5000,3000,1
TRX-250926-01790,2025-09-26,15:00:00,2025-09-26 15:00:00,4,Friday,9,0,1,normal,1.0,6000,CASH,10000,4000,2
TRX-250926-01791,2025-09-26,07:44:00,2025-09-26 07:44:00,4,Friday,9,0,1,normal,1.0,11850,CASH,15000,3150,2
TRX-250926-01792,2025-09-26,19:40:00,2025-09-26 19:40:00,4,Friday,9,0,1,normal,1.0,19500,CASH,20000,500,4
TRX-250926-01793,2025-09-26,12:19:00,2025-09-26 12:19:00,4,Friday,9,0,1,normal,1.0,24000,CASH,25000,1000,2
TRX-250926-01794,2025-09-26,10:03:00,2025-09-26 10:03:00,4,Friday,9,0,1,normal,1.0,117000,CASH,120000,3000,2
TRX-250926-01795,2025-09-26,12:29:00,2025-09-26 12:29:00,4,Friday,9,0,1,normal,1.0,5000,QRIS,5000,0,1
TRX-250926-01796,2025-09-26,19:50:00,2025-09-26 19:50:00,4,Friday,9,0,1,normal,1.0,12000,QRIS,12000,0,1
TRX-250926-01797,2025-09-26,13:38:00,2025-09-26 13:38:00,4,Friday,9,0,1,normal,1.0,13500,CASH,15000,1500,3
TRX-250926-01798,2025-09-26,18:35:00,2025-09-26 18:35:00,4,Friday,9,0,1,normal,1.0,15200,CASH,20000,4800,1
TRX-250926-01799,2025-09-26,10:15:00,2025-09-26 10:15:00,4,Friday,9,0,1,normal,1.0,17000,CASH,20000,3000,2
TRX-250926-01800,2025-09-26,18:30:00,2025-09-26 18:30:00,4,Friday,9,0,1,normal,1.0,35000,CASH,40000,5000,3
TRX-250926-01801,2025-09-26,15:49:00,2025-09-26 15:49:00,4,Friday,9,0,1,normal,1.0,11000,CASH,15000,4000,2
TRX-250926-01802,2025-09-26,17:36:00,2025-09-26 17:36:00,4,Friday,9,0,1,normal,1.0,10000,CASH,15000,5000,2
TRX-250926-01803,2025-09-26,12:47:00,2025-09-26 12:47:00,4,Friday,9,0,1,normal,1.0,15000,CASH,20000,5000,2
TRX-250926-01804,2025-09-26,10:54:00,2025-09-26 10:54:00,4,Friday,9,0,1,normal,1.0,29700,CASH,30000,300,2
TRX-250927-01805,2025-09-27,17:36:00,2025-09-27 17:36:00,5,Saturday,9,1,1,normal,1.0,68500,CASH,70000,1500,5
TRX-250927-01806,2025-09-27,19:13:00,2025-09-27 19:13:00,5,Saturday,9,1,1,normal,1.0,65500,CASH,70000,4500,4
TRX-250927-01807,2025-09-27,20:15:00,2025-09-27 20:15:00,5,Saturday,9,1,1,normal,1.0,18350,CASH,20000,1650,5
TRX-250927-01808,2025-09-27,09:23:00,2025-09-27 09:23:00,5,Saturday,9,1,1,normal,1.0,11000,EWALLET,11000,0,2
TRX-250927-01809,2025-09-27,17:51:00,2025-09-27 17:51:00,5,Saturday,9,1,1,normal,1.0,9000,QRIS,9000,0,1
TRX-250927-01810,2025-09-27,13:34:00,2025-09-27 13:34:00,5,Saturday,9,1,1,normal,1.0,1500,QRIS,1500,0,1
TRX-250927-01811,2025-09-27,20:17:00,2025-09-27 20:17:00,5,Saturday,9,1,1,normal,1.0,41000,CASH,45000,4000,2
TRX-250927-01812,2025-09-27,18:56:00,2025-09-27 18:56:00,5,Saturday,9,1,1,normal,1.0,55000,CASH,60000,5000,3
TRX-250927-01813,2025-09-27,09:40:00,2025-09-27 09:40:00,5,Saturday,9,1,1,normal,1.0,57825,CASH,60000,2175,2
TRX-250927-01814,2025-09-27,08:10:00,2025-09-27 08:10:00,5,Saturday,9,1,1,normal,1.0,29000,CASH,30000,1000,2
TRX-250927-01815,2025-09-27,14:48:00,2025-09-27 14:48:00,5,Saturday,9,1,1,normal,1.0,63500,CASH,65000,1500,5
TRX-250927-01816,2025-09-27,19:54:00,2025-09-27 19:54:00,5,Saturday,9,1,1,normal,1.0,1000,CASH,5000,4000,1
TRX-250927-01817,2025-09-27,14:53:00,2025-09-27 14:53:00,5,Saturday,9,1,1,normal,1.0,18000,CASH,20000,2000,1
TRX-250927-01818,2025-09-27,21:26:00,2025-09-27 21:26:00,5,Saturday,9,1,1,normal,1.0,22000,CASH,25000,3000,2
TRX-250927-01819,2025-09-27,10:33:00,2025-09-27 10:33:00,5,Saturday,9,1,1,normal,1.0,43000,CASH,45000,2000,3
TRX-250927-01820,2025-09-27,10:38:00,2025-09-27 10:38:00,5,Saturday,9,1,1,normal,1.0,15000,TRANSFER,15000,0,1
TRX-250927-01821,2025-09-27,10:11:00,2025-09-27 10:11:00,5,Saturday,9,1,1,normal,1.0,9500,TRANSFER,9500,0,3
TRX-250927-01822,2025-09-27,10:20:00,2025-09-27 10:20:00,5,Saturday,9,1,1,normal,1.0,1000,CASH,5000,4000,1
TRX-250927-01823,2025-09-27,16:27:00,2025-09-27 16:27:00,5,Saturday,9,1,1,normal,1.0,31500,QRIS,31500,0,2
TRX-250927-01824,2025-09-27,19:52:00,2025-09-27 19:52:00,5,Saturday,9,1,1,normal,1.0,88000,CASH,90000,2000,3
TRX-250927-01825,2025-09-27,12:09:00,2025-09-27 12:09:00,5,Saturday,9,1,1,normal,1.0,64500,QRIS,64500,0,5
TRX-250927-01826,2025-09-27,09:03:00,2025-09-27 09:03:00,5,Saturday,9,1,1,normal,1.0,144000,CASH,145000,1000,3
TRX-250928-01827,2025-09-28,11:37:00,2025-09-28 11:37:00,6,Sunday,9,1,1,normal,1.0,66500,TRANSFER,66500,0,5
TRX-250928-01828,2025-09-28,19:27:00,2025-09-28 19:27:00,6,Sunday,9,1,1,normal,1.0,3000,CASH,5000,2000,1
TRX-250928-01829,2025-09-28,18:16:00,2025-09-28 18:16:00,6,Sunday,9,1,1,normal,1.0,66900,CASH,70000,3100,4
TRX-250928-01830,2025-09-28,16:59:00,2025-09-28 16:59:00,6,Sunday,9,1,1,normal,1.0,50000,TRANSFER,50000,0,2
TRX-250928-01831,2025-09-28,07:18:00,2025-09-28 07:18:00,6,Sunday,9,1,1,normal,1.0,117000,CASH,120000,3000,3
TRX-250928-01832,2025-09-28,15:34:00,2025-09-28 15:34:00,6,Sunday,9,1,1,normal,1.0,46000,CASH,50000,4000,2
TRX-250928-01833,2025-09-28,06:39:00,2025-09-28 06:39:00,6,Sunday,9,1,1,normal,1.0,122000,CASH,125000,3000,5
TRX-250928-01834,2025-09-28,21:49:00,2025-09-28 21:49:00,6,Sunday,9,1,1,normal,1.0,48000,QRIS,48000,0,3
TRX-250928-01835,2025-09-28,06:39:00,2025-09-28 06:39:00,6,Sunday,9,1,1,normal,1.0,96000,CASH,100000,4000,2
TRX-250928-01836,2025-09-28,16:49:00,2025-09-28 16:49:00,6,Sunday,9,1,1,normal,1.0,10000,QRIS,10000,0,2
TRX-250928-01837,2025-09-28,20:42:00,2025-09-28 20:42:00,6,Sunday,9,1,1,normal,1.0,16000,CASH,20000,4000,2
TRX-250928-01838,2025-09-28,08:22:00,2025-09-28 08:22:00,6,Sunday,9,1,1,normal,1.0,9000,QRIS,9000,0,1
TRX-250928-01839,2025-09-28,07:44:00,2025-09-28 07:44:00,6,Sunday,9,1,1,normal,1.0,11000,CASH,15000,4000,2
TRX-250928-01840,2025-09-28,07:19:00,2025-09-28 07:19:00,6,Sunday,9,1,1,normal,1.0,10000,QRIS,10000,0,2
TRX-250928-01841,2025-09-28,07:47:00,2025-09-28 07:47:00,6,Sunday,9,1,1,normal,1.0,59000,QRIS,59000,0,5
TRX-250928-01842,2025-09-28,21:05:00,2025-09-28 21:05:00,6,Sunday,9,1,1,normal,1.0,36000,QRIS,36000,0,2
TRX-250928-01843,2025-09-28,10:38:00,2025-09-28 10:38:00,6,Sunday,9,1,1,normal,1.0,165000,CASH,170000,5000,4
TRX-250928-01844,2025-09-28,10:42:00,2025-09-28 10:42:00,6,Sunday,9,1,1,normal,1.0,10800,CASH,15000,4200,1
TRX-250928-01845,2025-09-28,06:15:00,2025-09-28 06:15:00,6,Sunday,9,1,1,normal,1.0,28000,CASH,30000,2000,3
TRX-250928-01846,2025-09-28,08:34:00,2025-09-28 08:34:00,6,Sunday,9,1,1,normal,1.0,6000,CASH,10000,4000,1
TRX-250928-01847,2025-09-28,17:02:00,2025-09-28 17:02:00,6,Sunday,9,1,1,normal,1.0,14000,CASH,15000,1000,2
TRX-250928-01848,2025-09-28,16:34:00,2025-09-28 16:34:00,6,Sunday,9,1,1,normal,1.0,25000,CASH,30000,5000,3
TRX-250928-01849,2025-09-28,10:46:00,2025-09-28 10:46:00,6,Sunday,9,1,1,normal,1.0,12000,CASH,15000,3000,2
TRX-250928-01850,2025-09-28,19:48:00,2025-09-28 19:48:00,6,Sunday,9,1,1,normal,1.0,50000,CASH,55000,5000,4
TRX-250928-01851,2025-09-28,18:40:00,2025-09-28 18:40:00,6,Sunday,9,1,1,normal,1.0,55000,TRANSFER,55000,0,3
TRX-250929-01852,2025-09-29,18:15:00,2025-09-29 18:15:00,0,Monday,9,0,1,normal,1.0,10000,CASH,15000,5000,2
TRX-250929-01853,2025-09-29,09:20:00,2025-09-29 09:20:00,0,Monday,9,0,1,normal,1.0,54000,CASH,55000,1000,2
TRX-250929-01854,2025-09-29,16:50:00,2025-09-29 16:50:00,0,Monday,9,0,1,normal,1.0,81000,QRIS,81000,0,1
TRX-250929-01855,2025-09-29,19:05:00,2025-09-29 19:05:00,0,Monday,9,0,1,normal,1.0,27000,CASH,30000,3000,2
TRX-250929-01856,2025-09-29,19:31:00,2025-09-29 19:31:00,0,Monday,9,0,1,normal,1.0,27000,CASH,30000,3000,4
TRX-250929-01857,2025-09-29,09:31:00,2025-09-29 09:31:00,0,Monday,9,0,1,normal,1.0,124000,CASH,125000,1000,4
TRX-250929-01858,2025-09-29,14:41:00,2025-09-29 14:41:00,0,Monday,9,0,1,normal,1.0,12000,CASH,15000,3000,1
TRX-250929-01859,2025-09-29,08:55:00,2025-09-29 08:55:00,0,Monday,9,0,1,normal,1.0,39000,CASH,40000,1000,2
TRX-250929-01860,2025-09-29,06:16:00,2025-09-29 06:16:00,0,Monday,9,0,1,normal,1.0,27000,CASH,30000,3000,2
TRX-250929-01861,2025-09-29,08:41:00,2025-09-29 08:41:00,0,Monday,9,0,1,normal,1.0,139500,CASH,140000,500,4
TRX-250929-01862,2025-09-29,15:08:00,2025-09-29 15:08:00,0,Monday,9,0,1,normal,1.0,12000,CASH,15000,3000,1
TRX-250929-01863,2025-09-29,19:14:00,2025-09-29 19:14:00,0,Monday,9,0,1,normal,1.0,132500,CASH,135000,2500,3
TRX-250929-01864,2025-09-29,17:25:00,2025-09-29 17:25:00,0,Monday,9,0,1,normal,1.0,23000,CASH,25000,2000,4
TRX-250929-01865,2025-09-29,14:01:00,2025-09-29 14:01:00,0,Monday,9,0,1,normal,1.0,5000,CASH,10000,5000,2
TRX-250929-01866,2025-09-29,18:04:00,2025-09-29 18:04:00,0,Monday,9,0,1,normal,1.0,21000,TRANSFER,21000,0,2
TRX-250929-01867,2025-09-29,20:27:00,2025-09-29 20:27:00,0,Monday,9,0,1,normal,1.0,9000,CASH,10000,1000,2
TRX-250929-01868,2025-09-29,08:15:00,2025-09-29 08:15:00,0,Monday,9,0,1,normal,1.0,60000,CASH,65000,5000,3
TRX-250929-01869,2025-09-29,19:37:00,2025-09-29 19:37:00,0,Monday,9,0,1,normal,1.0,60000,CASH,65000,5000,1
TRX-250929-01870,2025-09-29,16:33:00,2025-09-29 16:33:00,0,Monday,9,0,1,normal,1.0,88000,CASH,90000,2000,3
TRX-250929-01871,2025-09-29,19:45:00,2025-09-29 19:45:00,0,Monday,9,0,1,normal,1.0,17500,CASH,20000,2500,3
TRX-250929-01872,2025-09-29,13:30:00,2025-09-29 13:30:00,0,Monday,9,0,1,normal,1.0,11700,CASH,15000,3300,3
TRX-250930-01873,2025-09-30,13:50:00,2025-09-30 13:50:00,1,Tuesday,9,0,1,normal,1.0,9000,CASH,10000,1000,3
TRX-250930-01874,2025-09-30,18:29:00,2025-09-30 18:29:00,1,Tuesday,9,0,1,normal,1.0,38000,CASH,40000,2000,2
TRX-250930-01875,2025-09-30,10:34:00,2025-09-30 10:34:00,1,Tuesday,9,0,1,normal,1.0,52000,CASH,55000,3000,4
TRX-250930-01876,2025-09-30,10:19:00,2025-09-30 10:19:00,1,Tuesday,9,0,1,normal,1.0,26000,CASH,30000,4000,2
TRX-250930-01877,2025-09-30,18:21:00,2025-09-30 18:21:00,1,Tuesday,9,0,1,normal,1.0,63000,CASH,65000,2000,4
TRX-250930-01878,2025-09-30,17:15:00,2025-09-30 17:15:00,1,Tuesday,9,0,1,normal,1.0,13000,CASH,15000,2000,2
TRX-250930-01879,2025-09-30,13:13:00,2025-09-30 13:13:00,1,Tuesday,9,0,1,normal,1.0,20000,CASH,25000,5000,2
TRX-250930-01880,2025-09-30,13:59:00,2025-09-30 13:59:00,1,Tuesday,9,0,1,normal,1.0,238000,CASH,240000,2000,4
TRX-250930-01881,2025-09-30,17:19:00,2025-09-30 17:19:00,1,Tuesday,9,0,1,normal,1.0,22500,CASH,25000,2500,3
TRX-250930-01882,2025-09-30,14:00:00,2025-09-30 14:00:00,1,Tuesday,9,0,1,normal,1.0,42000,CASH,45000,3000,4
TRX-250930-01883,2025-09-30,12:04:00,2025-09-30 12:04:00,1,Tuesday,9,0,1,normal,1.0,16500,CASH,20000,3500,2
TRX-250930-01884,2025-09-30,16:36:00,2025-09-30 16:36:00,1,Tuesday,9,0,1,normal,1.0,48000,QRIS,48000,0,2
TRX-250930-01885,2025-09-30,12:37:00,2025-09-30 12:37:00,1,Tuesday,9,0,1,normal,1.0,57500,CASH,60000,2500,3
TRX-250930-01886,2025-09-30,09:47:00,2025-09-30 09:47:00,1,Tuesday,9,0,1,normal,1.0,12000,CASH,15000,3000,2
TRX-250930-01887,2025-09-30,14:41:00,2025-09-30 14:41:00,1,Tuesday,9,0,1,normal,1.0,10000,CASH,15000,5000,1
TRX-250930-01888,2025-09-30,11:16:00,2025-09-30 11:16:00,1,Tuesday,9,0,1,normal,1.0,30000,CASH,35000,5000,1
TRX-250930-01889,2025-09-30,21:56:00,2025-09-30 21:56:00,1,Tuesday,9,0,1,normal,1.0,32000,EWALLET,32000,0,2
TRX-250930-01890,2025-09-30,19:40:00,2025-09-30 19:40:00,1,Tuesday,9,0,1,normal,1.0,10500,CASH,15000,4500,2
TRX-250930-01891,2025-09-30,19:08:00,2025-09-30 19:08:00,1,Tuesday,9,0,1,normal,1.0,54000,CASH,55000,1000,1
TRX-250930-01892,2025-09-30,18:04:00,2025-09-30 18:04:00,1,Tuesday,9,0,1,normal,1.0,63000,EWALLET,63000,0,2
TRX-250930-01893,2025-09-30,11:47:00,2025-09-30 11:47:00,1,Tuesday,9,0,1,normal,1.0,36500,CASH,40000,3500,5
TRX-250930-01894,2025-09-30,12:12:00,2025-09-30 12:12:00,1,Tuesday,9,0,1,normal,1.0,14000,CASH,15000,1000,2
TRX-250930-01895,2025-09-30,08:20:00,2025-09-30 08:20:00,1,Tuesday,9,0,1,normal,1.0,16500,CASH,20000,3500,2
TRX-250930-01896,2025-09-30,12:20:00,2025-09-30 12:20:00,1,Tuesday,9,0,1,normal,1.0,15700,CASH,20000,4300,4
TRX-250930-01897,2025-09-30,11:03:00,2025-09-30 11:03:00,1,Tuesday,9,0,1,normal,1.0,3000,CASH,5000,2000,1
TRX-250930-01898,2025-09-30,18:16:00,2025-09-30 18:16:00,1,Tuesday,9,0,1,normal,1.0,2850,CASH,5000,2150,1
TRX-250930-01899,2025-09-30,09:26:00,2025-09-30 09:26:00,1,Tuesday,9,0,1,normal,1.0,53500,QRIS,53500,0,3
TRX-250930-01900,2025-09-30,18:17:00,2025-09-30 18:17:00,1,Tuesday,9,0,1,normal,1.0,39000,CASH,40000,1000,2
TRX-250930-01901,2025-09-30,17:14:00,2025-09-30 17:14:00,1,Tuesday,9,0,1,normal,1.0,4000,QRIS,4000,0,1
TRX-250930-01902,2025-09-30,16:00:00,2025-09-30 16:00:00,1,Tuesday,9,0,1,normal,1.0,50000,CASH,55000,5000,3
TRX-250930-01903,2025-09-30,21:35:00,2025-09-30 21:35:00,1,Tuesday,9,0,1,normal,1.0,6000,CASH,10000,4000,2
TRX-251001-01904,2025-10-01,16:19:00,2025-10-01 16:19:00,2,Wednesday,10,0,1,normal,1.0,135000,CASH,140000,5000,5
TRX-251001-01905,2025-10-01,16:51:00,2025-10-01 16:51:00,2,Wednesday,10,0,1,normal,1.0,37000,EWALLET,37000,0,4
TRX-251001-01906,2025-10-01,14:28:00,2025-10-01 14:28:00,2,Wednesday,10,0,1,normal,1.0,61500,CASH,65000,3500,2
TRX-251001-01907,2025-10-01,12:17:00,2025-10-01 12:17:00,2,Wednesday,10,0,1,normal,1.0,71000,CASH,75000,4000,5
TRX-251001-01908,2025-10-01,09:57:00,2025-10-01 09:57:00,2,Wednesday,10,0,1,normal,1.0,48000,CASH,50000,2000,2
TRX-251001-01909,2025-10-01,13:59:00,2025-10-01 13:59:00,2,Wednesday,10,0,1,normal,1.0,22000,CASH,25000,3000,3
TRX-251001-01910,2025-10-01,08:51:00,2025-10-01 08:51:00,2,Wednesday,10,0,1,normal,1.0,10000,CASH,15000,5000,3
TRX-251001-01911,2025-10-01,15:37:00,2025-10-01 15:37:00,2,Wednesday,10,0,1,normal,1.0,31500,CASH,35000,3500,3
TRX-251001-01912,2025-10-01,09:30:00,2025-10-01 09:30:00,2,Wednesday,10,0,1,normal,1.0,57500,QRIS,57500,0,3
TRX-251001-01913,2025-10-01,16:35:00,2025-10-01 16:35:00,2,Wednesday,10,0,1,normal,1.0,3000,CASH,5000,2000,1
TRX-251001-01914,2025-10-01,12:31:00,2025-10-01 12:31:00,2,Wednesday,10,0,1,normal,1.0,81900,EWALLET,81900,0,2
TRX-251001-01915,2025-10-01,17:29:00,2025-10-01 17:29:00,2,Wednesday,10,0,1,normal,1.0,47000,CASH,50000,3000,3
TRX-251001-01916,2025-10-01,18:13:00,2025-10-01 18:13:00,2,Wednesday,10,0,1,normal,1.0,36300,CASH,40000,3700,3
TRX-251001-01917,2025-10-01,09:59:00,2025-10-01 09:59:00,2,Wednesday,10,0,1,normal,1.0,42500,CASH,45000,2500,3
TRX-251001-01918,2025-10-01,16:54:00,2025-10-01 16:54:00,2,Wednesday,10,0,1,normal,1.0,15000,QRIS,15000,0,3
TRX-251001-01919,2025-10-01,07:07:00,2025-10-01 07:07:00,2,Wednesday,10,0,1,normal,1.0,16000,CASH,20000,4000,1
TRX-251001-01920,2025-10-01,09:35:00,2025-10-01 09:35:00,2,Wednesday,10,0,1,normal,1.0,61000,CASH,65000,4000,2
TRX-251001-01921,2025-10-01,07:45:00,2025-10-01 07:45:00,2,Wednesday,10,0,1,normal,1.0,16000,CASH,20000,4000,2
TRX-251001-01922,2025-10-01,20:21:00,2025-10-01 20:21:00,2,Wednesday,10,0,1,normal,1.0,8500,CASH,10000,1500,2
TRX-251001-01923,2025-10-01,19:06:00,2025-10-01 19:06:00,2,Wednesday,10,0,1,normal,1.0,23000,QRIS,23000,0,2
TRX-251001-01924,2025-10-01,08:30:00,2025-10-01 08:30:00,2,Wednesday,10,0,1,normal,1.0,97600,CASH,100000,2400,3
TRX-251001-01925,2025-10-01,08:56:00,2025-10-01 08:56:00,2,Wednesday,10,0,1,normal,1.0,36000,CASH,40000,4000,2
TRX-251001-01926,2025-10-01,07:25:00,2025-10-01 07:25:00,2,Wednesday,10,0,1,normal,1.0,19000,QRIS,19000,0,3
TRX-251001-01927,2025-10-01,15:34:00,2025-10-01 15:34:00,2,Wednesday,10,0,1,normal,1.0,15000,CASH,20000,5000,1
TRX-251001-01928,2025-10-01,15:22:00,2025-10-01 15:22:00,2,Wednesday,10,0,1,normal,1.0,27200,CASH,30000,2800,2
TRX-251001-01929,2025-10-01,18:19:00,2025-10-01 18:19:00,2,Wednesday,10,0,1,normal,1.0,41000,CASH,45000,4000,4
TRX-251001-01930,2025-10-01,19:42:00,2025-10-01 19:42:00,2,Wednesday,10,0,1,normal,1.0,6000,CASH,10000,4000,1
TRX-251001-01931,2025-10-01,17:45:00,2025-10-01 17:45:00,2,Wednesday,10,0,1,normal,1.0,81000,CASH,85000,4000,1
TRX-251002-01932,2025-10-02,16:52:00,2025-10-02 16:52:00,3,Thursday,10,0,1,normal,1.0,15000,QRIS,15000,0,2
TRX-251002-01933,2025-10-02,14:37:00,2025-10-02 14:37:00,3,Thursday,10,0,1,normal,1.0,9000,TRANSFER,9000,0,2
TRX-251002-01934,2025-10-02,12:46:00,2025-10-02 12:46:00,3,Thursday,10,0,1,normal,1.0,2000,CASH,5000,3000,1
TRX-251002-01935,2025-10-02,19:31:00,2025-10-02 19:31:00,3,Thursday,10,0,1,normal,1.0,8550,CASH,10000,1450,1
TRX-251002-01936,2025-10-02,20:57:00,2025-10-02 20:57:00,3,Thursday,10,0,1,normal,1.0,7000,CASH,10000,3000,2
TRX-251002-01937,2025-10-02,10:48:00,2025-10-02 10:48:00,3,Thursday,10,0,1,normal,1.0,10000,CASH,15000,5000,2
TRX-251002-01938,2025-10-02,13:28:00,2025-10-02 13:28:00,3,Thursday,10,0,1,normal,1.0,66000,QRIS,66000,0,2
