transaction_code,date,total_amount,payment_method,status
TRX-KLN-20251028-01735,2025-10-28 18:53:38,71000.0,CASH,COMPLETED
TRX-KLN-20251028-01736,2025-10-28 07:17:12,118500.0,CASH,COMPLETED
TRX-KLN-20251028-01737,2025-10-28 17:58:40,61100.0,CASH,COMPLETED
TRX-KLN-20251028-01738,2025-10-28 08:25:16,103500.0,CASH,COMPLETED
TRX-KLN-20251028-01739,2025-10-28 17:48:57,20000.0,CASH,COMPLETED
TRX-KLN-20251028-01740,2025-10-28 12:31:46,136000.0,CASH,COMPLETED
TRX-KLN-20251028-01741,2025-10-28 10:01:46,62500.0,CASH,COMPLETED
TRX-KLN-20251028-01742,2025-10-28 21:16:45,37000.0,QRIS,COMPLETED
TRX-KLN-20251028-01743,2025-10-28 14:06:02,14000.0,CASH,COMPLETED
TRX-KLN-20251028-01744,2025-10-28 19:51:05,45000.0,CASH,COMPLETED
TRX-KLN-20251028-01745,2025-10-28 10:47:09,21000.0,CASH,COMPLETED
TRX-KLN-20251028-01746,2025-10-28 07:35:30,150000.0,CASH,COMPLETED
TRX-KLN-20251028-01747,2025-10-28 13:45:28,30000.0,CASH,COMPLETED
TRX-KLN-20251028-01748,2025-10-28 10:31:22,41000.0,CASH,COMPLETED
TRX-KLN-20251028-01749,2025-10-28 15:22:13,21000.0,CASH,COMPLETED
TRX-KLN-20251028-01750,2025-10-28 19:58:05,60000.0,QRIS,COMPLETED
TRX-KLN-20251028-01751,2025-10-28 18:56:42,31000.0,CASH,COMPLETED
TRX-KLN-20251028-01752,2025-10-28 12:36:32,93000.0,QRIS,COMPLETED
TRX-KLN-20251028-01753,2025-10-28 11:34:52,18500.0,CASH,COMPLETED
TRX-KLN-20251029-01754,2025-10-29 11:46:09,8500.0,CASH,COMPLETED
TRX-KLN-20251029-01755,2025-10-29 11:04:37,28000.0,CASH,COMPLETED
TRX-KLN-20251029-01756,2025-10-29 15:14:00,38000.0,CASH,COMPLETED
TRX-KLN-20251029-01757,2025-10-29 16:46:36,14000.0,TRANSFER,COMPLETED
TRX-KLN-20251029-01758,2025-10-29 17:32:42,55000.0,CASH,COMPLETED
TRX-KLN-20251029-01759,2025-10-29 18:13:34,7000.0,CASH,COMPLETED
TRX-KLN-20251029-01760,2025-10-29 10:18:48,136000.0,QRIS,COMPLETED
TRX-KLN-20251029-01761,2025-10-29 14:33:08,15000.0,CASH,COMPLETED
TRX-KLN-20251029-01762,2025-10-29 19:26:02,16000.0,CASH,COMPLETED
TRX-KLN-20251029-01763,2025-10-29 19:42:48,23000.0,QRIS,COMPLETED
TRX-KLN-20251029-01764,2025-10-29 19:15:56,67500.0,QRIS,COMPLETED
TRX-KLN-20251029-01765,2025-10-29 10:47:38,41500.0,CASH,COMPLETED
TRX-KLN-20251029-01766,2025-10-29 14:39:41,12400.0,CASH,COMPLETED
TRX-KLN-20251029-01767,2025-10-29 07:13:38,38000.0,EWALLET,COMPLETED
TRX-KLN-20251029-01768,2025-10-29 19:30:54,81800.0,CASH,COMPLETED
TRX-KLN-20251029-01769,2025-10-29 07:34:36,7000.0,QRIS,COMPLETED
TRX-KLN-20251030-01770,2025-10-30 21:18:41,7000.0,CASH,COMPLETED
TRX-KLN-20251030-01771,2025-10-30 07:24:33,125500.0,TRANSFER,COMPLETED
TRX-KLN-20251030-01772,2025-10-30 07:10:44,82000.0,TRANSFER,COMPLETED
TRX-KLN-20251030-01773,2025-10-30 11:01:37,231500.0,QRIS,COMPLETED
TRX-KLN-20251030-01774,2025-10-30 18:43:33,29000.0,CASH,COMPLETED
TRX-KLN-20251030-01775,2025-10-30 19:16:53,68000.0,CASH,COMPLETED
TRX-KLN-20251030-01776,2025-10-30 20:35:44,24500.0,CASH,COMPLETED
TRX-KLN-20251030-01777,2025-10-30 16:22:34,16000.0,CASH,COMPLETED
TRX-KLN-20251030-01778,2025-10-30 19:19:35,35200.0,QRIS,COMPLETED
TRX-KLN-20251030-01779,2025-10-30 11:42:34,34500.0,CASH,COMPLETED
TRX-KLN-20251030-01780,2025-10-30 14:18:21,12000.0,CASH,COMPLETED
TRX-KLN-20251030-01781,2025-10-30 17:02:37,11500.0,CASH,COMPLETED
TRX-KLN-20251030-01782,2025-10-30 08:10:42,6000.0,CASH,COMPLETED
TRX-KLN-20251030-01783,2025-10-30 09:35:36,19000.0,CASH,COMPLETED
TRX-KLN-20251030-01784,2025-10-30 15:04:57,7000.0,CASH,COMPLETED
TRX-KLN-20251030-01785,2025-10-30 15:38:31,18500.0,CASH,COMPLETED
TRX-KLN-20251030-01786,2025-10-30 18:51:49,3000.0,CASH,COMPLETED
TRX-KLN-20251030-01787,2025-10-30 17:18:29,4000.0,TRANSFER,COMPLETED
TRX-KLN-20251030-01788,2025-10-30 10:46:39,19500.0,TRANSFER,COMPLETED
TRX-KLN-20251030-01789,2025-10-30 09:11:42,164000.0,CASH,COMPLETED
TRX-KLN-20251030-01790,2025-10-30 12:25:09,12000.0,CASH,COMPLETED
TRX-KLN-20251030-01791,2025-10-30 14:13:24,168000.0,QRIS,COMPLETED
TRX-KLN-20251030-01792,2025-10-30 09:22:44,65500.0,QRIS,COMPLETED
TRX-KLN-20251030-01793,2025-10-30 16:08:09,64500.0,CASH,COMPLETED
TRX-KLN-20251030-01794,2025-10-30 18:18:16,11000.0,EWALLET,COMPLETED
TRX-KLN-20251031-01795,2025-10-31 11:22:02,25300.0,QRIS,COMPLETED
TRX-KLN-20251031-01796,2025-10-31 16:39:42,24500.0,CASH,COMPLETED
TRX-KLN-20251031-01797,2025-10-31 19:55:33,161500.0,CASH,COMPLETED
TRX-KLN-20251031-01798,2025-10-31 08:10:44,7000.0,CASH,COMPLETED
TRX-KLN-20251031-01799,2025-10-31 11:32:19,32000.0,CASH,COMPLETED
TRX-KLN-20251031-01800,2025-10-31 09:03:46,53000.0,QRIS,COMPLETED
TRX-KLN-20251031-01801,2025-10-31 20:36:53,49500.0,TRANSFER,COMPLETED
TRX-KLN-20251031-01802,2025-10-31 20:13:46,3000.0,CASH,COMPLETED
TRX-KLN-20251031-01803,2025-10-31 17:37:11,23000.0,CASH,COMPLETED
TRX-KLN-20251031-01804,2025-10-31 13:14:29,155000.0,EWALLET,COMPLETED
TRX-KLN-20251031-01805,2025-10-31 18:55:04,67500.0,CASH,COMPLETED
TRX-KLN-20251031-01806,2025-10-31 08:15:38,42300.0,CASH,COMPLETED
TRX-KLN-20251031-01807,2025-10-31 07:08:49,4000.0,CASH,COMPLETED
TRX-KLN-20251031-01808,2025-10-31 20:20:29,84500.0,CASH,COMPLETED
TRX-KLN-20251031-01809,2025-10-31 10:56:10,145500.0,QRIS,COMPLETED
TRX-KLN-20251101-01810,2025-11-01 10:08:26,17000.0,CASH,COMPLETED
TRX-KLN-20251101-01811,2025-11-01 10:35:23,4500.0,CASH,COMPLETED
TRX-KLN-20251101-01812,2025-11-01 07:11:02,4000.0,TRANSFER,COMPLETED
TRX-KLN-20251101-01813,2025-11-01 18:54:08,94000.0,QRIS,COMPLETED
TRX-KLN-20251101-01814,2025-11-01 16:29:15,41000.0,CASH,COMPLETED
TRX-KLN-20251101-01815,2025-11-01 19:08:34,16000.0,CASH,COMPLETED
TRX-KLN-20251101-01816,2025-11-01 15:14:23,8500.0,QRIS,COMPLETED
TRX-KLN-20251101-01817,2025-11-01 17:33:29,73500.0,TRANSFER,COMPLETED
TRX-KLN-20251101-01818,2025-11-01 20:03:22,4000.0,QRIS,COMPLETED
TRX-KLN-20251101-01819,2025-11-01 20:02:52,19000.0,EWALLET,COMPLETED
TRX-KLN-20251101-01820,2025-11-01 11:47:38,12500.0,CASH,COMPLETED
TRX-KLN-20251101-01821,2025-11-01 09:21:50,58000.0,CASH,COMPLETED
TRX-KLN-20251101-01822,2025-11-01 12:03:48,37500.0,QRIS,COMPLETED
TRX-KLN-20251101-01823,2025-11-01 16:40:33,3100.0,QRIS,COMPLETED
TRX-KLN-20251101-01824,2025-11-01 17:13:57,16000.0,CASH,COMPLETED
TRX-KLN-20251101-01825,2025-11-01 19:23:33,21500.0,CASH,COMPLETED
TRX-KLN-20251101-01826,2025-11-01 10:02:54,35500.0,CASH,COMPLETED
TRX-KLN-20251101-01827,2025-11-01 10:33:22,42000.0,EWALLET,COMPLETED
TRX-KLN-20251101-01828,2025-11-01 19:45:54,94000.0,QRIS,COMPLETED
TRX-KLN-20251101-01829,2025-11-01 09:29:32,53500.0,TRANSFER,COMPLETED
TRX-KLN-20251101-01830,2025-11-01 10:34:13,29000.0,CASH,COMPLETED
TRX-KLN-20251101-01831,2025-11-01 17:46:48,45000.0,CASH,COMPLETED
TRX-KLN-20251101-01832,2025-11-01 10:26:45,157000.0,CASH,COMPLETED
TRX-KLN-20251101-01833,2025-11-01 18:31:05,72500.0,CASH,COMPLETED
TRX-KLN-20251101-01834,2025-11-01 18:27:40,28500.0,QRIS,COMPLETED
TRX-KLN-20251101-01835,2025-11-01 18:04:13,29000.0,TRANSFER,COMPLETED
TRX-KLN-20251101-01836,2025-11-01 12:04:50,22000.0,CASH,COMPLETED
TRX-KLN-20251101-01837,2025-11-01 15:03:42,68000.0,CASH,COMPLETED
TRX-KLN-20251102-01838,2025-11-02 09:21:00,73000.0,CASH,COMPLETED
TRX-KLN-20251102-01839,2025-11-02 18:11:38,32000.0,EWALLET,COMPLETED
TRX-KLN-20251102-01840,2025-11-02 07:43:00,31000.0,CASH,COMPLETED
TRX-KLN-20251102-01841,2025-11-02 17:15:51,1500.0,QRIS,COMPLETED
TRX-KLN-20251102-01842,2025-11-02 09:21:09,8500.0,QRIS,COMPLETED
TRX-KLN-20251102-01843,2025-11-02 12:11:33,14000.0,TRANSFER,COMPLETED
TRX-KLN-20251102-01844,2025-11-02 16:51:35,29000.0,CASH,COMPLETED
TRX-KLN-20251102-01845,2025-11-02 09:54:54,21000.0,EWALLET,COMPLETED
TRX-KLN-20251102-01846,2025-11-02 15:39:46,89000.0,CASH,COMPLETED
TRX-KLN-20251102-01847,2025-11-02 15:57:31,45000.0,CASH,COMPLETED
TRX-KLN-20251102-01848,2025-11-02 13:15:41,20900.0,QRIS,COMPLETED
TRX-KLN-20251102-01849,2025-11-02 09:40:11,8500.0,TRANSFER,COMPLETED
TRX-KLN-20251102-01850,2025-11-02 18:50:58,41000.0,CASH,COMPLETED
TRX-KLN-20251102-01851,2025-11-02 10:51:36,120000.0,TRANSFER,COMPLETED
TRX-KLN-20251102-01852,2025-11-02 09:49:56,19000.0,QRIS,COMPLETED
TRX-KLN-20251102-01853,2025-11-02 08:41:42,38300.0,CASH,COMPLETED
TRX-KLN-20251102-01854,2025-11-02 17:32:19,5500.0,CASH,COMPLETED
TRX-KLN-20251102-01855,2025-11-02 18:35:53,4500.0,QRIS,COMPLETED
TRX-KLN-20251102-01856,2025-11-02 16:32:47,58200.0,QRIS,COMPLETED
TRX-KLN-20251102-01857,2025-11-02 19:14:50,33000.0,EWALLET,COMPLETED
TRX-KLN-20251102-01858,2025-11-02 19:33:21,3100.0,CASH,COMPLETED
TRX-KLN-20251102-01859,2025-11-02 07:24:07,18500.0,CASH,COMPLETED
TRX-KLN-20251102-01860,2025-11-02 17:10:02,33000.0,QRIS,COMPLETED
TRX-KLN-20251102-01861,2025-11-02 07:57:38,59500.0,QRIS,COMPLETED
TRX-KLN-20251102-01862,2025-11-02 16:10:49,9000.0,QRIS,COMPLETED
TRX-KLN-20251103-01863,2025-11-03 07:15:16,25000.0,QRIS,COMPLETED
TRX-KLN-20251103-01864,2025-11-03 19:08:49,93000.0,CASH,COMPLETED
TRX-KLN-20251103-01865,2025-11-03 15:59:21,6200.0,CASH,COMPLETED
TRX-KLN-20251103-01866,2025-11-03 11:24:16,3000.0,QRIS,COMPLETED
TRX-KLN-20251103-01867,2025-11-03 18:53:02,12000.0,QRIS,COMPLETED
TRX-KLN-20251103-01868,2025-11-03 11:01:28,44000.0,CASH,COMPLETED
TRX-KLN-20251103-01869,2025-11-03 19:57:38,11500.0,QRIS,COMPLETED
TRX-KLN-20251103-01870,2025-11-03 19:23:12,6000.0,CASH,COMPLETED
TRX-KLN-20251103-01871,2025-11-03 07:47:08,16000.0,CASH,COMPLETED
TRX-KLN-20251103-01872,2025-11-03 20:58:16,32000.0,CASH,COMPLETED
TRX-KLN-20251103-01873,2025-11-03 18:21:52,12000.0,EWALLET,COMPLETED
TRX-KLN-20251103-01874,2025-11-03 19:06:22,12000.0,QRIS,COMPLETED
TRX-KLN-20251103-01875,2025-11-03 19:57:29,51000.0,CASH,COMPLETED
TRX-KLN-20251103-01876,2025-11-03 16:27:14,42000.0,CASH,COMPLETED
TRX-KLN-20251103-01877,2025-11-03 10:29:24,110000.0,CASH,COMPLETED
TRX-KLN-20251104-01878,2025-11-04 19:13:49,120000.0,CASH,COMPLETED
TRX-KLN-20251104-01879,2025-11-04 07:46:17,46500.0,CASH,COMPLETED
TRX-KLN-20251104-01880,2025-11-04 17:02:40,120000.0,QRIS,COMPLETED
TRX-KLN-20251104-01881,2025-11-04 16:01:50,82700.0,CASH,COMPLETED
TRX-KLN-20251104-01882,2025-11-04 17:51:40,20500.0,CASH,COMPLETED
TRX-KLN-20251104-01883,2025-11-04 10:38:48,19400.0,CASH,COMPLETED
TRX-KLN-20251104-01884,2025-11-04 09:47:48,120000.0,CASH,COMPLETED
TRX-KLN-20251104-01885,2025-11-04 15:33:33,7000.0,TRANSFER,COMPLETED
TRX-KLN-20251104-01886,2025-11-04 15:32:00,93000.0,CASH,COMPLETED
TRX-KLN-20251104-01887,2025-11-04 19:57:29,16000.0,CASH,COMPLETED
TRX-KLN-20251104-01888,2025-11-04 18:00:30,78000.0,CASH,COMPLETED
TRX-KLN-20251104-01889,2025-11-04 19:54:41,19000.0,CASH,COMPLETED
TRX-KLN-20251104-01890,2025-11-04 17:07:03,18500.0,QRIS,COMPLETED
TRX-KLN-20251104-01891,2025-11-04 20:17:13,125500.0,CASH,COMPLETED
TRX-KLN-20251104-01892,2025-11-04 11:29:46,64500.0,CASH,COMPLETED
TRX-KLN-20251104-01893,2025-11-04 21:11:51,18000.0,EWALLET,COMPLETED
TRX-KLN-20251105-01894,2025-11-05 15:32:05,42300.0,CASH,COMPLETED
TRX-KLN-20251105-01895,2025-11-05 09:31:22,67000.0,CASH,COMPLETED
TRX-KLN-20251105-01896,2025-11-05 10:28:45,25500.0,CASH,COMPLETED
TRX-KLN-20251105-01897,2025-11-05 17:21:27,14000.0,TRANSFER,COMPLETED
TRX-KLN-20251105-01898,2025-11-05 09:37:04,62000.0,CASH,COMPLETED
TRX-KLN-20251105-01899,2025-11-05 13:02:58,68000.0,TRANSFER,COMPLETED
TRX-KLN-20251105-01900,2025-11-05 18:25:13,8500.0,CASH,COMPLETED
TRX-KLN-20251105-01901,2025-11-05 07:50:23,3000.0,TRANSFER,COMPLETED
TRX-KLN-20251105-01902,2025-11-05 12:40:01,114500.0,TRANSFER,COMPLETED
TRX-KLN-20251105-01903,2025-11-05 18:45:53,82000.0,CASH,COMPLETED
TRX-KLN-20251105-01904,2025-11-05 15:05:55,6000.0,CASH,COMPLETED
TRX-KLN-20251105-01905,2025-11-05 14:19:28,38500.0,CASH,COMPLETED
TRX-KLN-20251105-01906,2025-11-05 19:09:33,138000.0,QRIS,COMPLETED
TRX-KLN-20251105-01907,2025-11-05 09:08:42,65000.0,EWALLET,COMPLETED
TRX-KLN-20251105-01908,2025-11-05 07:09:23,24900.0,CASH,COMPLETED
TRX-KLN-20251105-01909,2025-11-05 19:22:05,3000.0,TRANSFER,COMPLETED
TRX-KLN-20251105-01910,2025-11-05 18:17:38,38000.0,CASH,COMPLETED
TRX-KLN-20251105-01911,2025-11-05 13:03:10,15000.0,CASH,COMPLETED
TRX-KLN-20251106-01912,2025-11-06 15:07:07,56000.0,TRANSFER,COMPLETED
TRX-KLN-20251106-01913,2025-11-06 11:53:40,17000.0,QRIS,COMPLETED
TRX-KLN-20251106-01914,2025-11-06 17:16:50,28000.0,CASH,COMPLETED
TRX-KLN-20251106-01915,2025-11-06 19:22:27,55500.0,CASH,COMPLETED
TRX-KLN-20251106-01916,2025-11-06 12:46:37,9000.0,CASH,COMPLETED
TRX-KLN-20251106-01917,2025-11-06 19:00:11,25500.0,CASH,COMPLETED
TRX-KLN-20251106-01918,2025-11-06 09:00:39,60000.0,TRANSFER,COMPLETED
TRX-KLN-20251106-01919,2025-11-06 13:52:29,18000.0,CASH,COMPLETED
TRX-KLN-20251106-01920,2025-11-06 17:04:04,37000.0,CASH,COMPLETED
TRX-KLN-20251106-01921,2025-11-06 14:47:31,3000.0,EWALLET,COMPLETED
TRX-KLN-20251106-01922,2025-11-06 11:35:51,16000.0,CASH,COMPLETED
TRX-KLN-20251106-01923,2025-11-06 12:39:28,23000.0,CASH,COMPLETED
TRX-KLN-20251106-01924,2025-11-06 15:41:08,38000.0,CASH,COMPLETED
TRX-KLN-20251106-01925,2025-11-06 11:03:29,28000.0,QRIS,COMPLETED
TRX-KLN-20251106-01926,2025-11-06 21:00:44,132500.0,CASH,COMPLETED
TRX-KLN-20251106-01927,2025-11-06 13:29:44,62000.0,CASH,COMPLETED
TRX-KLN-20251106-01928,2025-11-06 19:24:20,8500.0,CASH,COMPLETED
TRX-KLN-20251107-01929,2025-11-07 11:58:24,8500.0,CASH,COMPLETED
TRX-KLN-20251107-01930,2025-11-07 18:23:19,42000.0,CASH,COMPLETED
TRX-KLN-20251107-01931,2025-11-07 21:00:26,9300.0,QRIS,COMPLETED
TRX-KLN-20251107-01932,2025-11-07 13:00:01,8000.0,CASH,COMPLETED
TRX-KLN-20251107-01933,2025-11-07 18:38:47,114000.0,CASH,COMPLETED
TRX-KLN-20251107-01934,2025-11-07 11:45:07,38000.0,CASH,COMPLETED
TRX-KLN-20251107-01935,2025-11-07 12:53:22,68000.0,EWALLET,COMPLETED
TRX-KLN-20251107-01936,2025-11-07 14:28:13,32500.0,CASH,COMPLETED
TRX-KLN-20251107-01937,2025-11-07 19:29:26,256000.0,CASH,COMPLETED
TRX-KLN-20251107-01938,2025-11-07 10:45:52,35000.0,CASH,COMPLETED
TRX-KLN-20251107-01939,2025-11-07 13:44:05,7000.0,CASH,COMPLETED
TRX-KLN-20251107-01940,2025-11-07 10:52:50,49000.0,CASH,COMPLETED
TRX-KLN-20251107-01941,2025-11-07 07:40:24,7000.0,QRIS,COMPLETED
TRX-KLN-20251107-01942,2025-11-07 18:41:20,9500.0,CASH,COMPLETED
TRX-KLN-20251107-01943,2025-11-07 17:07:01,58000.0,CASH,COMPLETED
TRX-KLN-20251107-01944,2025-11-07 12:22:38,58400.0,CASH,COMPLETED
TRX-KLN-20251107-01945,2025-11-07 08:08:36,12000.0,TRANSFER,COMPLETED
TRX-KLN-20251107-01946,2025-11-07 17:31:06,12000.0,CASH,COMPLETED
TRX-KLN-20251107-01947,2025-11-07 17:06:07,4000.0,QRIS,COMPLETED
TRX-KLN-20251107-01948,2025-11-07 19:26:58,131500.0,QRIS,COMPLETED
TRX-KLN-20251108-01949,2025-11-08 09:32:00,39300.0,CASH,COMPLETED
TRX-KLN-20251108-01950,2025-11-08 21:32:39,41500.0,CASH,COMPLETED
TRX-KLN-20251108-01951,2025-11-08 14:55:24,28300.0,CASH,COMPLETED
TRX-KLN-20251108-01952,2025-11-08 11:43:50,35000.0,CASH,COMPLETED
TRX-KLN-20251108-01953,2025-11-08 11:07:58,18000.0,CASH,COMPLETED
TRX-KLN-20251108-01954,2025-11-08 09:18:51,4000.0,CASH,COMPLETED
TRX-KLN-20251108-01955,2025-11-08 18:02:05,93500.0,EWALLET,COMPLETED
TRX-KLN-20251108-01956,2025-11-08 18:05:38,25000.0,QRIS,COMPLETED
TRX-KLN-20251108-01957,2025-11-08 18:41:23,4000.0,CASH,COMPLETED
TRX-KLN-20251108-01958,2025-11-08 19:59:44,166000.0,EWALLET,COMPLETED
TRX-KLN-20251108-01959,2025-11-08 16:39:29,46500.0,QRIS,COMPLETED
TRX-KLN-20251108-01960,2025-11-08 20:52:50,12000.0,QRIS,COMPLETED
TRX-KLN-20251108-01961,2025-11-08 17:29:46,69000.0,QRIS,COMPLETED
TRX-KLN-20251108-01962,2025-11-08 09:19:06,76500.0,CASH,COMPLETED
TRX-KLN-20251108-01963,2025-11-08 18:48:24,4500.0,CASH,COMPLETED
TRX-KLN-20251108-01964,2025-11-08 18:40:25,61400.0,CASH,COMPLETED
TRX-KLN-20251108-01965,2025-11-08 10:32:38,24000.0,CASH,COMPLETED
TRX-KLN-20251108-01966,2025-11-08 17:33:46,47000.0,QRIS,COMPLETED
TRX-KLN-20251108-01967,2025-11-08 16:41:19,14000.0,CASH,COMPLETED
TRX-KLN-20251108-01968,2025-11-08 20:00:43,9000.0,CASH,COMPLETED
TRX-KLN-20251108-01969,2025-11-08 17:16:26,29000.0,CASH,COMPLETED
TRX-KLN-20251108-01970,2025-11-08 15:37:43,14000.0,QRIS,COMPLETED
TRX-KLN-20251108-01971,2025-11-08 15:39:16,155000.0,QRIS,COMPLETED
TRX-KLN-20251108-01972,2025-11-08 17:22:49,47000.0,CASH,COMPLETED
TRX-KLN-20251108-01973,2025-11-08 14:17:57,21000.0,CASH,COMPLETED
TRX-KLN-20251108-01974,2025-11-08 13:33:47,170500.0,CASH,COMPLETED
TRX-KLN-20251108-01975,2025-11-08 08:48:29,29000.0,EWALLET,COMPLETED
TRX-KLN-20251109-01976,2025-11-09 16:16:08,12500.0,EWALLET,COMPLETED
TRX-KLN-20251109-01977,2025-11-09 07:19:16,49000.0,QRIS,COMPLETED
TRX-KLN-20251109-01978,2025-11-09 07:53:15,91000.0,CASH,COMPLETED
TRX-KLN-20251109-01979,2025-11-09 13:39:07,118400.0,CASH,COMPLETED
TRX-KLN-20251109-01980,2025-11-09 10:51:38,19000.0,CASH,COMPLETED
TRX-KLN-20251109-01981,2025-11-09 10:45:32,44500.0,TRANSFER,COMPLETED
TRX-KLN-20251109-01982,2025-11-09 14:10:09,49000.0,CASH,COMPLETED
TRX-KLN-20251109-01983,2025-11-09 12:53:33,29000.0,QRIS,COMPLETED
TRX-KLN-20251109-01984,2025-11-09 14:37:07,51500.0,QRIS,COMPLETED
TRX-KLN-20251109-01985,2025-11-09 17:20:12,53000.0,CASH,COMPLETED
TRX-KLN-20251109-01986,2025-11-09 12:22:50,40000.0,CASH,COMPLETED
TRX-KLN-20251109-01987,2025-11-09 08:50:06,19500.0,CASH,COMPLETED
TRX-KLN-20251109-01988,2025-11-09 10:09:19,69400.0,EWALLET,COMPLETED
TRX-KLN-20251109-01989,2025-11-09 07:31:51,34000.0,EWALLET,COMPLETED
TRX-KLN-20251109-01990,2025-11-09 18:40:10,82000.0,TRANSFER,COMPLETED
TRX-KLN-20251109-01991,2025-11-09 19:09:21,32000.0,CASH,COMPLETED
TRX-KLN-20251109-01992,2025-11-09 18:54:21,12000.0,CASH,COMPLETED
TRX-KLN-20251109-01993,2025-11-09 20:05:01,14000.0,TRANSFER,COMPLETED
TRX-KLN-20251109-01994,2025-11-09 19:01:20,161500.0,CASH,COMPLETED
TRX-KLN-20251109-01995,2025-11-09 17:38:56,51400.0,QRIS,COMPLETED
TRX-KLN-20251110-01996,2025-11-10 18:19:34,16000.0,CASH,COMPLETED
TRX-KLN-20251110-01997,2025-11-10 13:07:50,66000.0,CASH,COMPLETED
TRX-KLN-20251110-01998,2025-11-10 08:15:27,115500.0,CASH,COMPLETED
TRX-KLN-20251110-01999,2025-11-10 14:48:02,12000.0,EWALLET,COMPLETED
TRX-KLN-20251110-02000,2025-11-10 09:22:32,66500.0,CASH,COMPLETED
TRX-KLN-20251110-02001,2025-11-10 20:59:01,6000.0,CASH,COMPLETED
TRX-KLN-20251110-02002,2025-11-10 11:56:33,265500.0,QRIS,COMPLETED
TRX-KLN-20251110-02003,2025-11-10 14:59:45,6000.0,CASH,COMPLETED
TRX-KLN-20251110-02004,2025-11-10 12:43:06,47500.0,QRIS,COMPLETED
TRX-KLN-20251110-02005,2025-11-10 07:06:12,76500.0,CASH,COMPLETED
TRX-KLN-20251110-02006,2025-11-10 11:13:22,67000.0,CASH,COMPLETED
TRX-KLN-20251110-02007,2025-11-10 17:41:39,32000.0,CASH,COMPLETED
TRX-KLN-20251110-02008,2025-11-10 12:44:55,120000.0,CASH,COMPLETED
TRX-KLN-20251110-02009,2025-11-10 15:28:10,54000.0,QRIS,COMPLETED
TRX-KLN-20251111-02010,2025-11-11 18:07:35,25000.0,CASH,COMPLETED
TRX-KLN-20251111-02011,2025-11-11 20:52:04,9300.0,CASH,COMPLETED
TRX-KLN-20251111-02012,2025-11-11 13:40:07,4000.0,CASH,COMPLETED
TRX-KLN-20251111-02013,2025-11-11 18:17:39,150000.0,CASH,COMPLETED
TRX-KLN-20251111-02014,2025-11-11 10:19:25,103000.0,CASH,COMPLETED
TRX-KLN-20251111-02015,2025-11-11 13:44:22,33000.0,CASH,COMPLETED
TRX-KLN-20251111-02016,2025-11-11 14:37:55,62000.0,CASH,COMPLETED
TRX-KLN-20251111-02017,2025-11-11 08:44:54,16000.0,QRIS,COMPLETED
TRX-KLN-20251111-02018,2025-11-11 20:31:31,95500.0,CASH,COMPLETED
TRX-KLN-20251111-02019,2025-11-11 18:43:07,15000.0,QRIS,COMPLETED
TRX-KLN-20251111-02020,2025-11-11 18:41:16,31400.0,CASH,COMPLETED
TRX-KLN-20251111-02021,2025-11-11 12:19:10,22000.0,CASH,COMPLETED
TRX-KLN-20251111-02022,2025-11-11 11:10:21,12500.0,CASH,COMPLETED
TRX-KLN-20251111-02023,2025-11-11 07:39:45,53000.0,QRIS,COMPLETED
TRX-KLN-20251111-02024,2025-11-11 09:37:21,35000.0,CASH,COMPLETED
TRX-KLN-20251111-02025,2025-11-11 17:09:55,15000.0,QRIS,COMPLETED
TRX-KLN-20251111-02026,2025-11-11 17:42:34,136000.0,CASH,COMPLETED
TRX-KLN-20251111-02027,2025-11-11 15:20:17,188000.0,EWALLET,COMPLETED
TRX-KLN-20251112-02028,2025-11-12 07:57:32,7000.0,CASH,COMPLETED
TRX-KLN-20251112-02029,2025-11-12 10:33:06,87000.0,CASH,COMPLETED
TRX-KLN-20251112-02030,2025-11-12 16:32:09,9000.0,QRIS,COMPLETED
TRX-KLN-20251112-02031,2025-11-12 18:43:36,7100.0,QRIS,COMPLETED
TRX-KLN-20251112-02032,2025-11-12 17:24:27,32000.0,TRANSFER,COMPLETED
TRX-KLN-20251112-02033,2025-11-12 13:19:13,76600.0,CASH,COMPLETED
TRX-KLN-20251112-02034,2025-11-12 19:38:35,68000.0,QRIS,COMPLETED
TRX-KLN-20251112-02035,2025-11-12 20:36:21,19000.0,CASH,COMPLETED
TRX-KLN-20251112-02036,2025-11-12 11:04:47,19000.0,CASH,COMPLETED
TRX-KLN-20251112-02037,2025-11-12 18:12:51,44500.0,CASH,COMPLETED
TRX-KLN-20251112-02038,2025-11-12 08:08:15,132000.0,CASH,COMPLETED
TRX-KLN-20251112-02039,2025-11-12 11:39:02,124500.0,CASH,COMPLETED
TRX-KLN-20251113-02040,2025-11-13 13:22:57,18500.0,CASH,COMPLETED
TRX-KLN-20251113-02041,2025-11-13 11:54:19,62000.0,EWALLET,COMPLETED
TRX-KLN-20251113-02042,2025-11-13 13:36:11,101300.0,CASH,COMPLETED
TRX-KLN-20251113-02043,2025-11-13 18:50:03,14800.0,EWALLET,COMPLETED
TRX-KLN-20251113-02044,2025-11-13 16:25:48,23500.0,CASH,COMPLETED
TRX-KLN-20251113-02045,2025-11-13 16:31:16,93000.0,TRANSFER,COMPLETED
TRX-KLN-20251113-02046,2025-11-13 17:04:39,163000.0,CASH,COMPLETED
TRX-KLN-20251113-02047,2025-11-13 08:20:20,32000.0,QRIS,COMPLETED
