batch_code,product_code,quantity,purchase_date,expiry_date,purchase_cost,status
B-MIE01-0333,MIE01,147,2025-11-14,2026-07-12,382200.0,ACTIVE
B-MIE02-0334,MIE02,126,2025-11-14,2026-07-12,315000.0,ACTIVE
B-MIE03-0335,MIE03,91,2025-11-14,2026-07-12,227500.0,ACTIVE
B-MNM01-0336,MNM01,128,2025-11-14,2026-11-14,384000.0,ACTIVE
B-MNM02-0337,MNM02,70,2025-11-14,2026-05-13,217000.0,ACTIVE
B-MNM03-0338,MNM03,109,2025-11-14,2026-11-14,130800.0,ACTIVE
B-MNM04-0339,MNM04,70,2025-11-14,2026-11-14,210000.0,ACTIVE
B-RKK01-0340,RKK01,98,2025-11-14,,3087000.0,ACTIVE
B-RKK02-0341,RKK02,57,2025-11-14,,1311000.0,ACTIVE
B-SNK01-0342,SNK01,35,2025-11-14,2026-03-14,238000.0,ACTIVE
B-SNK02-0343,SNK02,24,2025-11-14,2026-05-13,180000.0,ACTIVE
B-SNK03-0344,SNK03,28,2025-11-14,2026-05-13,145600.0,ACTIVE
B-BMB01-0345,BMB01,54,2025-11-14,2026-11-14,243000.0,ACTIVE
B-KRT01-0346,KRT01,23,2025-11-14,,379500.0,ACTIVE
B-KRT02-0347,KRT02,26,2025-11-14,,312000.0,ACTIVE
B-ROTI01-0348,ROTI01,25,2025-11-14,2025-11-19,325000.0,ACTIVE
B-ROTI02-0349,ROTI02,46,2025-11-14,2025-12-14,253000.0,ACTIVE
B-GAS01-0350,GAS01,20,2025-11-14,,370000.0,ACTIVE
B-BRS01-0351,BRS01,29,2025-11-21,2026-05-20,1798000.0,ACTIVE
B-BRS02-0352,BRS02,46,2025-11-21,2026-05-20,2484000.0,ACTIVE
B-GLA01-0353,GLA01,48,2025-11-21,,672000.0,ACTIVE
B-MYK01-0354,MYK01,37,2025-11-21,2026-11-21,610500.0,ACTIVE
B-MYK02-0355,MYK02,41,2025-11-21,2026-11-21,553500.0,ACTIVE
B-TLR01-0356,TLR01,39,2025-11-21,2025-12-05,1014000.0,ACTIVE
B-TPG01-0357,TPG01,18,2025-11-21,2026-11-21,189000.0,ACTIVE
B-MIE01-0358,MIE01,165,2025-11-21,2026-07-19,429000.0,ACTIVE
B-MIE02-0359,MIE02,139,2025-11-21,2026-07-19,347500.0,ACTIVE
B-MIE03-0360,MIE03,89,2025-11-21,2026-07-19,222500.0,ACTIVE
B-MNM01-0361,MNM01,105,2025-11-21,2026-11-21,315000.0,ACTIVE
B-MNM02-0362,MNM02,63,2025-11-21,2026-05-20,195300.0,ACTIVE
B-MNM03-0363,MNM03,125,2025-11-21,2026-11-21,150000.0,ACTIVE
B-MNM04-0364,MNM04,68,2025-11-21,2026-11-21,204000.0,ACTIVE
B-RKK01-0365,RKK01,103,2025-11-21,,3244500.0,ACTIVE
B-RKK02-0366,RKK02,54,2025-11-21,,1242000.0,ACTIVE
B-SNK01-0367,SNK01,38,2025-11-21,2026-03-21,258400.0,ACTIVE
B-SNK02-0368,SNK02,23,2025-11-21,2026-05-20,172500.0,ACTIVE
B-SNK03-0369,SNK03,28,2025-11-21,2026-05-20,145600.0,ACTIVE
B-BMB01-0370,BMB01,55,2025-11-21,2026-11-21,247500.0,ACTIVE
B-KRT01-0371,KRT01,18,2025-11-21,,297000.0,ACTIVE
B-KRT02-0372,KRT02,27,2025-11-21,,324000.0,ACTIVE
B-ROTI01-0373,ROTI01,24,2025-11-21,2025-11-26,312000.0,ACTIVE
B-ROTI02-0374,ROTI02,47,2025-11-21,2025-12-21,258500.0,ACTIVE
B-GAS01-0375,GAS01,19,2025-11-21,,351500.0,ACTIVE
B-BRS01-0376,BRS01,28,2025-11-28,2026-05-27,1736000.0,ACTIVE
B-BRS02-0377,BRS02,46,2025-11-28,2026-05-27,2484000.0,ACTIVE
B-GLA01-0378,GLA01,55,2025-11-28,,770000.0,ACTIVE
B-MYK01-0379,MYK01,50,2025-11-28,2026-11-28,825000.0,ACTIVE
B-MYK02-0380,MYK02,60,2025-11-28,2026-11-28,810000.0,ACTIVE
B-TLR01-0381,TLR01,34,2025-11-28,2025-12-12,884000.0,ACTIVE
B-TPG01-0382,TPG01,15,2025-11-28,2026-11-28,157500.0,ACTIVE
B-MIE01-0383,MIE01,183,2025-11-28,2026-07-26,475800.0,ACTIVE
B-MIE02-0384,MIE02,120,2025-11-28,2026-07-26,300000.0,ACTIVE
B-MIE03-0385,MIE03,76,2025-11-28,2026-07-26,190000.0,ACTIVE
B-MNM01-0386,MNM01,101,2025-11-28,2026-11-28,303000.0,ACTIVE
B-MNM02-0387,MNM02,74,2025-11-28,2026-05-27,229400.0,ACTIVE
B-MNM03-0388,MNM03,137,2025-11-28,2026-11-28,164400.0,ACTIVE
B-MNM04-0389,MNM04,62,2025-11-28,2026-11-28,186000.0,ACTIVE
B-RKK01-0390,RKK01,86,2025-11-28,,2709000.0,ACTIVE
B-RKK02-0391,RKK02,69,2025-11-28,,1587000.0,ACTIVE
B-SNK01-0392,SNK01,40,2025-11-28,2026-03-28,272000.0,ACTIVE
B-SNK02-0393,SNK02,16,2025-11-28,2026-05-27,120000.0,ACTIVE
B-SNK03-0394,SNK03,33,2025-11-28,2026-05-27,171600.0,ACTIVE
B-BMB01-0395,BMB01,36,2025-11-28,2026-11-28,162000.0,ACTIVE
B-KRT01-0396,KRT01,26,2025-11-28,,429000.0,ACTIVE
B-KRT02-0397,KRT02,28,2025-11-28,,336000.0,ACTIVE
B-ROTI01-0398,ROTI01,18,2025-11-28,2025-12-03,234000.0,ACTIVE
B-ROTI02-0399,ROTI02,47,2025-11-28,2025-12-28,258500.0,ACTIVE
B-GAS01-0400,GAS01,19,2025-11-28,,351500.0,ACTIVE
B-BRS01-0401,BRS01,21,2025-12-07,2026-06-05,1302000.0,ACTIVE
B-BRS02-0402,BRS02,39,2025-12-07,2026-06-05,2106000.0,ACTIVE
B-GLA01-0403,GLA01,41,2025-12-07,,574000.0,ACTIVE
B-MYK01-0404,MYK01,38,2025-12-07,2026-12-07,627000.0,ACTIVE
B-MYK02-0405,MYK02,42,2025-12-07,2026-12-07,567000.0,ACTIVE
B-TLR01-0406,TLR01,40,2025-12-07,2025-12-21,1040000.0,ACTIVE
B-TPG01-0407,TPG01,19,2025-12-07,2026-12-07,199500.0,ACTIVE
B-MIE01-0408,MIE01,195,2025-12-07,2026-08-04,507000.0,ACTIVE
B-MIE02-0409,MIE02,113,2025-12-07,2026-08-04,282500.0,ACTIVE
B-MIE03-0410,MIE03,91,2025-12-07,2026-08-04,227500.0,ACTIVE
B-MNM01-0411,MNM01,103,2025-12-07,2026-12-07,309000.0,ACTIVE
B-MNM02-0412,MNM02,88,2025-12-07,2026-06-05,272800.0,ACTIVE
B-MNM03-0413,MNM03,126,2025-12-07,2026-12-07,151200.0,ACTIVE
B-MNM04-0414,MNM04,61,2025-12-07,2026-12-07,183000.0,ACTIVE
B-RKK01-0415,RKK01,77,2025-12-07,,2425500.0,ACTIVE
B-RKK02-0416,RKK02,75,2025-12-07,,1725000.0,ACTIVE
B-SNK01-0417,SNK01,36,2025-12-07,2026-04-06,244800.0,ACTIVE
B-SNK02-0418,SNK02,16,2025-12-07,2026-06-05,120000.0,ACTIVE
B-SNK03-0419,SNK03,30,2025-12-07,2026-06-05,156000.0,ACTIVE
B-BMB01-0420,BMB01,49,2025-12-07,2026-12-07,220500.0,ACTIVE
B-KRT01-0421,KRT01,23,2025-12-07,,379500.0,ACTIVE
B-KRT02-0422,KRT02,23,2025-12-07,,276000.0,ACTIVE
B-ROTI01-0423,ROTI01,26,2025-12-07,2025-12-12,338000.0,ACTIVE
B-ROTI02-0424,ROTI02,28,2025-12-07,2026-01-06,154000.0,ACTIVE
B-GAS01-0425,GAS01,17,2025-12-07,,314500.0,ACTIVE
B-BRS01-0426,BRS01,27,2025-12-14,2026-06-12,1674000.0,ACTIVE
B-BRS02-0427,BRS02,32,2025-12-14,2026-06-12,1728000.0,ACTIVE
B-GLA01-0428,GLA01,56,2025-12-14,,784000.0,ACTIVE
B-MYK01-0429,MYK01,38,2025-12-14,2026-12-14,627000.0,ACTIVE
B-MYK02-0430,MYK02,60,2025-12-14,2026-12-14,810000.0,ACTIVE
B-TLR01-0431,TLR01,26,2025-12-14,2025-12-28,676000.0,ACTIVE
B-TPG01-0432,TPG01,21,2025-12-14,2026-12-14,220500.0,ACTIVE
B-MIE01-0433,MIE01,184,2025-12-14,2026-08-11,478400.0,ACTIVE
B-MIE02-0434,MIE02,108,2025-12-14,2026-08-11,270000.0,ACTIVE
B-MIE03-0435,MIE03,86,2025-12-14,2026-08-11,215000.0,ACTIVE
B-MNM01-0436,MNM01,139,2025-12-14,2026-12-14,417000.0,ACTIVE
B-MNM02-0437,MNM02,59,2025-12-14,2026-06-12,182900.0,ACTIVE
B-MNM03-0438,MNM03,121,2025-12-14,2026-12-14,145200.0,ACTIVE
B-MNM04-0439,MNM04,53,2025-12-14,2026-12-14,159000.0,ACTIVE
B-RKK01-0440,RKK01,74,2025-12-14,,2331000.0,ACTIVE
B-RKK02-0441,RKK02,60,2025-12-14,,1380000.0,ACTIVE
B-SNK01-0442,SNK01,30,2025-12-14,2026-04-13,204000.0,ACTIVE
B-SNK02-0443,SNK02,19,2025-12-14,2026-06-12,142500.0,ACTIVE
B-SNK03-0444,SNK03,31,2025-12-14,2026-06-12,161200.0,ACTIVE
B-BMB01-0445,BMB01,44,2025-12-14,2026-12-14,198000.0,ACTIVE
B-KRT01-0446,KRT01,24,2025-12-14,,396000.0,ACTIVE
B-KRT02-0447,KRT02,23,2025-12-14,,276000.0,ACTIVE
B-ROTI01-0448,ROTI01,19,2025-12-14,2025-12-19,247000.0,ACTIVE
B-ROTI02-0449,ROTI02,31,2025-12-14,2026-01-13,170500.0,ACTIVE
B-GAS01-0450,GAS01,13,2025-12-14,,240500.0,ACTIVE
B-BRS01-0451,BRS01,25,2025-12-21,2026-06-19,1550000.0,ACTIVE
B-BRS02-0452,BRS02,39,2025-12-21,2026-06-19,2106000.0,ACTIVE
B-GLA01-0453,GLA01,57,2025-12-21,,798000.0,ACTIVE
B-MYK01-0454,MYK01,40,2025-12-21,2026-12-21,660000.0,ACTIVE
B-MYK02-0455,MYK02,43,2025-12-21,2026-12-21,580500.0,ACTIVE
B-TLR01-0456,TLR01,30,2025-12-21,2026-01-04,780000.0,ACTIVE
B-TPG01-0457,TPG01,16,2025-12-21,2026-12-21,168000.0,ACTIVE
B-MIE01-0458,MIE01,153,2025-12-21,2026-08-18,397800.0,ACTIVE
B-MIE02-0459,MIE02,94,2025-12-21,2026-08-18,235000.0,ACTIVE
B-MIE03-0460,MIE03,82,2025-12-21,2026-08-18,205000.0,ACTIVE
B-MNM01-0461,MNM01,125,2025-12-21,2026-12-21,375000.0,ACTIVE
B-MNM02-0462,MNM02,86,2025-12-21,2026-06-19,266600.0,ACTIVE
B-MNM03-0463,MNM03,105,2025-12-21,2026-12-21,126000.0,ACTIVE
B-MNM04-0464,MNM04,49,2025-12-21,2026-12-21,147000.0,ACTIVE
B-RKK01-0465,RKK01,98,2025-12-21,,3087000.0,ACTIVE
B-RKK02-0466,RKK02,77,2025-12-21,,1771000.0,ACTIVE
B-SNK01-0467,SNK01,32,2025-12-21,2026-04-20,217600.0,ACTIVE
B-SNK02-0468,SNK02,17,2025-12-21,2026-06-19,127500.0,ACTIVE
B-SNK03-0469,SNK03,28,2025-12-21,2026-06-19,145600.0,ACTIVE
B-BMB01-0470,BMB01,49,2025-12-21,2026-12-21,220500.0,ACTIVE
B-KRT01-0471,KRT01,20,2025-12-21,,330000.0,ACTIVE
B-KRT02-0472,KRT02,33,2025-12-21,,396000.0,ACTIVE
B-ROTI01-0473,ROTI01,21,2025-12-21,2025-12-26,273000.0,ACTIVE
B-ROTI02-0474,ROTI02,39,2025-12-21,2026-01-20,214500.0,ACTIVE
B-GAS01-0475,GAS01,20,2025-12-21,,370000.0,ACTIVE
B-BRS01-0476,BRS01,28,2025-12-28,2026-06-26,1736000.0,ACTIVE
B-BRS02-0477,BRS02,42,2025-12-28,2026-06-26,2268000.0,ACTIVE
B-GLA01-0478,GLA01,45,2025-12-28,,630000.0,ACTIVE
B-MYK01-0479,MYK01,42,2025-12-28,2026-12-28,693000.0,ACTIVE
B-MYK02-0480,MYK02,41,2025-12-28,2026-12-28,553500.0,ACTIVE
B-TLR01-0481,TLR01,35,2025-12-28,2026-01-11,910000.0,ACTIVE
B-TPG01-0482,TPG01,24,2025-12-28,2026-12-28,252000.0,ACTIVE
B-MIE01-0483,MIE01,177,2025-12-28,2026-08-25,460200.0,ACTIVE
B-MIE02-0484,MIE02,81,2025-12-28,2026-08-25,202500.0,ACTIVE
B-MIE03-0485,MIE03,103,2025-12-28,2026-08-25,257500.0,ACTIVE
B-MNM01-0486,MNM01,124,2025-12-28,2026-12-28,372000.0,ACTIVE
B-MNM02-0487,MNM02,60,2025-12-28,2026-06-26,186000.0,ACTIVE
B-MNM03-0488,MNM03,109,2025-12-28,2026-12-28,130800.0,ACTIVE
B-MNM04-0489,MNM04,56,2025-12-28,2026-12-28,168000.0,ACTIVE
B-RKK01-0490,RKK01,86,2025-12-28,,2709000.0,ACTIVE
B-RKK02-0491,RKK02,60,2025-12-28,,1380000.0,ACTIVE
B-SNK01-0492,SNK01,31,2025-12-28,2026-04-27,210800.0,ACTIVE
B-SNK02-0493,SNK02,27,2025-12-28,2026-06-26,202500.0,ACTIVE
B-SNK03-0494,SNK03,29,2025-12-28,2026-06-26,150800.0,ACTIVE
B-BMB01-0495,BMB01,55,2025-12-28,2026-12-28,247500.0,ACTIVE
B-KRT01-0496,KRT01,22,2025-12-28,,363000.0,ACTIVE
B-KRT02-0497,KRT02,26,2025-12-28,,312000.0,ACTIVE
B-ROTI01-0498,ROTI01,22,2025-12-28,2026-01-02,286000.0,ACTIVE
B-ROTI02-0499,ROTI02,35,2025-12-28,2026-01-27,192500.0,ACTIVE
B-GAS01-0500,GAS01,16,2025-12-28,,296000.0,ACTIVE
B-BRS01-0501,BRS01,27,2026-01-07,2026-07-06,1674000.0,ACTIVE
B-BRS02-0502,BRS02,33,2026-01-07,2026-07-06,1782000.0,ACTIVE
B-GLA01-0503,GLA01,66,2026-01-07,,924000.0,ACTIVE
B-MYK01-0504,MYK01,47,2026-01-07,2027-01-07,775500.0,ACTIVE
B-MYK02-0505,MYK02,62,2026-01-07,2027-01-07,837000.0,ACTIVE
B-TLR01-0506,TLR01,30,2026-01-07,2026-01-21,780000.0,ACTIVE
B-TPG01-0507,TPG01,24,2026-01-07,2027-01-07,252000.0,ACTIVE
B-MIE01-0508,MIE01,126,2026-01-07,2026-09-04,327600.0,ACTIVE
B-MIE02-0509,MIE02,131,2026-01-07,2026-09-04,327500.0,ACTIVE
B-MIE03-0510,MIE03,70,2026-01-07,2026-09-04,175000.0,ACTIVE
B-MNM01-0511,MNM01,121,2026-01-07,2027-01-07,363000.0,ACTIVE
B-MNM02-0512,MNM02,78,2026-01-07,2026-07-06,241800.0,ACTIVE
B-MNM03-0513,MNM03,101,2026-01-07,2027-01-07,121200.0,ACTIVE
B-MNM04-0514,MNM04,61,2026-01-07,2027-01-07,183000.0,ACTIVE
B-RKK01-0515,RKK01,76,2026-01-07,,2394000.0,ACTIVE
B-RKK02-0516,RKK02,68,2026-01-07,,1564000.0,ACTIVE
B-SNK01-0517,SNK01,27,2026-01-07,2026-05-07,183600.0,ACTIVE
B-SNK02-0518,SNK02,20,2026-01-07,2026-07-06,150000.0,ACTIVE
B-SNK03-0519,SNK03,26,2026-01-07,2026-07-06,135200.0,ACTIVE
B-BMB01-0520,BMB01,37,2026-01-07,2027-01-07,166500.0,ACTIVE
B-KRT01-0521,KRT01,16,2026-01-07,,264000.0,ACTIVE
B-KRT02-0522,KRT02,24,2026-01-07,,288000.0,ACTIVE
B-ROTI01-0523,ROTI01,17,2026-01-07,2026-01-12,221000.0,ACTIVE
B-ROTI02-0524,ROTI02,36,2026-01-07,2026-02-06,198000.0,ACTIVE
B-GAS01-0525,GAS01,15,2026-01-07,,277500.0,ACTIVE
B-BRS01-0526,BRS01,21,2026-01-14,2026-07-13,1302000.0,ACTIVE
B-BRS02-0527,BRS02,46,2026-01-14,2026-07-13,2484000.0,ACTIVE
B-GLA01-0528,GLA01,48,2026-01-14,,672000.0,ACTIVE
B-MYK01-0529,MYK01,41,2026-01-14,2027-01-14,676500.0,ACTIVE
B-MYK02-0530,MYK02,36,2026-01-14,2027-01-14,486000.0,ACTIVE
B-TLR01-0531,TLR01,26,2026-01-14,2026-01-28,676000.0,ACTIVE
B-TPG01-0532,TPG01,25,2026-01-14,2027-01-14,262500.0,ACTIVE
B-MIE01-0533,MIE01,180,2026-01-14,2026-09-11,468000.0,ACTIVE
B-MIE02-0534,MIE02,80,2026-01-14,2026-09-11,200000.0,ACTIVE
B-MIE03-0535,MIE03,77,2026-01-14,2026-09-11,192500.0,ACTIVE
B-MNM01-0536,MNM01,102,2026-01-14,2027-01-14,306000.0,ACTIVE
B-MNM02-0537,MNM02,80,2026-01-14,2026-07-13,248000.0,ACTIVE
B-MNM03-0538,MNM03,107,2026-01-14,2027-01-14,128400.0,ACTIVE
B-MNM04-0539,MNM04,65,2026-01-14,2027-01-14,195000.0,ACTIVE
B-RKK01-0540,RKK01,78,2026-01-14,,2457000.0,ACTIVE
B-RKK02-0541,RKK02,80,2026-01-14,,1840000.0,ACTIVE
B-SNK01-0542,SNK01,24,2026-01-14,2026-05-14,163200.0,ACTIVE
B-SNK02-0543,SNK02,26,2026-01-14,2026-07-13,195000.0,ACTIVE
B-SNK03-0544,SNK03,30,2026-01-14,2026-07-13,156000.0,ACTIVE
B-BMB01-0545,BMB01,35,2026-01-14,2027-01-14,157500.0,ACTIVE
B-KRT01-0546,KRT01,24,2026-01-14,,396000.0,ACTIVE
B-KRT02-0547,KRT02,33,2026-01-14,,396000.0,ACTIVE
B-ROTI01-0548,ROTI01,26,2026-01-14,2026-01-19,338000.0,ACTIVE
B-ROTI02-0549,ROTI02,35,2026-01-14,2026-02-13,192500.0,ACTIVE
B-GAS01-0550,GAS01,20,2026-01-14,,370000.0,ACTIVE
B-BRS01-0551,BRS01,25,2026-01-21,2026-07-20,1550000.0,ACTIVE
B-BRS02-0552,BRS02,33,2026-01-21,2026-07-20,1782000.0,ACTIVE
B-GLA01-0553,GLA01,68,2026-01-21,,952000.0,ACTIVE
B-MYK01-0554,MYK01,48,2026-01-21,2027-01-21,792000.0,ACTIVE
B-MYK02-0555,MYK02,43,2026-01-21,2027-01-21,580500.0,ACTIVE
B-TLR01-0556,TLR01,24,2026-01-21,2026-02-04,624000.0,ACTIVE
B-TPG01-0557,TPG01,15,2026-01-21,2027-01-21,157500.0,ACTIVE
B-MIE01-0558,MIE01,202,2026-01-21,2026-09-18,525200.0,ACTIVE
B-MIE02-0559,MIE02,132,2026-01-21,2026-09-18,330000.0,ACTIVE
B-MIE03-0560,MIE03,87,2026-01-21,2026-09-18,217500.0,ACTIVE
B-MNM01-0561,MNM01,115,2026-01-21,2027-01-21,345000.0,ACTIVE
B-MNM02-0562,MNM02,90,2026-01-21,2026-07-20,279000.0,ACTIVE
B-MNM03-0563,MNM03,96,2026-01-21,2027-01-21,115200.0,ACTIVE
B-MNM04-0564,MNM04,78,2026-01-21,2027-01-21,234000.0,ACTIVE
B-RKK01-0565,RKK01,106,2026-01-21,,3339000.0,ACTIVE
B-RKK02-0566,RKK02,75,2026-01-21,,1725000.0,ACTIVE
B-SNK01-0567,SNK01,29,2026-01-21,2026-05-21,197200.0,ACTIVE
B-SNK02-0568,SNK02,18,2026-01-21,2026-07-20,135000.0,ACTIVE
B-SNK03-0569,SNK03,25,2026-01-21,2026-07-20,130000.0,ACTIVE
B-BMB01-0570,BMB01,50,2026-01-21,2027-01-21,225000.0,ACTIVE
B-KRT01-0571,KRT01,22,2026-01-21,,363000.0,ACTIVE
B-KRT02-0572,KRT02,31,2026-01-21,,372000.0,ACTIVE
B-ROTI01-0573,ROTI01,19,2026-01-21,2026-01-26,247000.0,ACTIVE
B-ROTI02-0574,ROTI02,48,2026-01-21,2026-02-20,264000.0,ACTIVE
B-GAS01-0575,GAS01,15,2026-01-21,,277500.0,ACTIVE
B-BRS01-0576,BRS01,34,2026-01-28,2026-07-27,2108000.0,ACTIVE
B-BRS02-0577,BRS02,30,2026-01-28,2026-07-27,1620000.0,ACTIVE
B-GLA01-0578,GLA01,52,2026-01-28,,728000.0,ACTIVE
B-MYK01-0579,MYK01,52,2026-01-28,2027-01-28,858000.0,ACTIVE
B-MYK02-0580,MYK02,41,2026-01-28,2027-01-28,553500.0,ACTIVE
B-TLR01-0581,TLR01,37,2026-01-28,2026-02-11,962000.0,ACTIVE
B-TPG01-0582,TPG01,20,2026-01-28,2027-01-28,210000.0,ACTIVE
B-MIE01-0583,MIE01,196,2026-01-28,2026-09-25,509600.0,ACTIVE
B-MIE02-0584,MIE02,94,2026-01-28,2026-09-25,235000.0,ACTIVE
B-MIE03-0585,MIE03,73,2026-01-28,2026-09-25,182500.0,ACTIVE
B-MNM01-0586,MNM01,131,2026-01-28,2027-01-28,393000.0,ACTIVE
B-MNM02-0587,MNM02,77,2026-01-28,2026-07-27,238700.0,ACTIVE
B-MNM03-0588,MNM03,137,2026-01-28,2027-01-28,164400.0,ACTIVE
B-MNM04-0589,MNM04,57,2026-01-28,2027-01-28,171000.0,ACTIVE
B-RKK01-0590,RKK01,105,2026-01-28,,3307500.0,ACTIVE
B-RKK02-0591,RKK02,55,2026-01-28,,1265000.0,ACTIVE
B-SNK01-0592,SNK01,34,2026-01-28,2026-05-28,231200.0,ACTIVE
B-SNK02-0593,SNK02,19,2026-01-28,2026-07-27,142500.0,ACTIVE
B-SNK03-0594,SNK03,31,2026-01-28,2026-07-27,161200.0,ACTIVE
B-BMB01-0595,BMB01,36,2026-01-28,2027-01-28,162000.0,ACTIVE
B-KRT01-0596,KRT01,22,2026-01-28,,363000.0,ACTIVE
B-KRT02-0597,KRT02,31,2026-01-28,,372000.0,ACTIVE
B-ROTI01-0598,ROTI01,24,2026-01-28,2026-02-02,312000.0,ACTIVE
B-ROTI02-0599,ROTI02,46,2026-01-28,2026-02-27,253000.0,ACTIVE
B-GAS01-0600,GAS01,20,2026-01-28,,370000.0,ACTIVE
B-BRS01-0601,BRS01,28,2026-02-07,2026-08-06,1736000.0,ACTIVE
B-BRS02-0602,BRS02,37,2026-02-07,2026-08-06,1998000.0,ACTIVE
B-GLA01-0603,GLA01,62,2026-02-07,,868000.0,ACTIVE
B-MYK01-0604,MYK01,35,2026-02-07,2027-02-07,577500.0,ACTIVE
B-MYK02-0605,MYK02,60,2026-02-07,2027-02-07,810000.0,ACTIVE
B-TLR01-0606,TLR01,26,2026-02-07,2026-02-21,676000.0,ACTIVE
B-TPG01-0607,TPG01,19,2026-02-07,2027-02-07,199500.0,ACTIVE
B-MIE01-0608,MIE01,195,2026-02-07,2026-10-05,507000.0,ACTIVE
B-MIE02-0609,MIE02,114,2026-02-07,2026-10-05,285000.0,ACTIVE
B-MIE03-0610,MIE03,67,2026-02-07,2026-10-05,167500.0,ACTIVE
B-MNM01-0611,MNM01,113,2026-02-07,2027-02-07,339000.0,ACTIVE
B-MNM02-0612,MNM02,87,2026-02-07,2026-08-06,269700.0,ACTIVE
B-MNM03-0613,MNM03,105,2026-02-07,2027-02-07,126000.0,ACTIVE
B-MNM04-0614,MNM04,57,2026-02-07,2027-02-07,171000.0,ACTIVE
B-RKK01-0615,RKK01,85,2026-02-07,,2677500.0,ACTIVE
B-RKK02-0616,RKK02,49,2026-02-07,,1127000.0,ACTIVE
B-SNK01-0617,SNK01,39,2026-02-07,2026-06-07,265200.0,ACTIVE
B-SNK02-0618,SNK02,27,2026-02-07,2026-08-06,202500.0,ACTIVE
B-SNK03-0619,SNK03,23,2026-02-07,2026-08-06,119600.0,ACTIVE
B-BMB01-0620,BMB01,52,2026-02-07,2027-02-07,234000.0,ACTIVE
B-KRT01-0621,KRT01,18,2026-02-07,,297000.0,ACTIVE
B-KRT02-0622,KRT02,20,2026-02-07,,240000.0,ACTIVE
B-ROTI01-0623,ROTI01,27,2026-02-07,2026-02-12,351000.0,ACTIVE
B-ROTI02-0624,ROTI02,36,2026-02-07,2026-03-09,198000.0,ACTIVE
B-GAS01-0625,GAS01,15,2026-02-07,,277500.0,ACTIVE
B-BRS01-0626,BRS01,26,2026-02-14,2026-08-13,1612000.0,ACTIVE
B-BRS02-0627,BRS02,35,2026-02-14,2026-08-13,1890000.0,ACTIVE
B-GLA01-0628,GLA01,50,2026-02-14,,700000.0,ACTIVE
B-MYK01-0629,MYK01,50,2026-02-14,2027-02-14,825000.0,ACTIVE
B-MYK02-0630,MYK02,42,2026-02-14,2027-02-14,567000.0,ACTIVE
B-TLR01-0631,TLR01,34,2026-02-14,2026-02-28,884000.0,ACTIVE
B-TPG01-0632,TPG01,24,2026-02-14,2027-02-14,252000.0,ACTIVE
B-MIE01-0633,MIE01,122,2026-02-14,2026-10-12,317200.0,ACTIVE
B-MIE02-0634,MIE02,108,2026-02-14,2026-10-12,270000.0,ACTIVE
B-MIE03-0635,MIE03,66,2026-02-14,2026-10-12,165000.0,ACTIVE
B-MNM01-0636,MNM01,164,2026-02-14,2027-02-14,492000.0,ACTIVE
B-MNM02-0637,MNM02,83,2026-02-14,2026-08-13,257300.0,ACTIVE
B-MNM03-0638,MNM03,124,2026-02-14,2027-02-14,148800.0,ACTIVE
B-MNM04-0639,MNM04,58,2026-02-14,2027-02-14,174000.0,ACTIVE
B-RKK01-0640,RKK01,78,2026-02-14,,2457000.0,ACTIVE
B-RKK02-0641,RKK02,73,2026-02-14,,1679000.0,ACTIVE
B-SNK01-0642,SNK01,26,2026-02-14,2026-06-14,176800.0,ACTIVE
B-SNK02-0643,SNK02,16,2026-02-14,2026-08-13,120000.0,ACTIVE
B-SNK03-0644,SNK03,23,2026-02-14,2026-08-13,119600.0,ACTIVE
B-BMB01-0645,BMB01,33,2026-02-14,2027-02-14,148500.0,ACTIVE
B-KRT01-0646,KRT01,22,2026-02-14,,363000.0,ACTIVE
B-KRT02-0647,KRT02,23,2026-02-14,,276000.0,ACTIVE
B-ROTI01-0648,ROTI01,21,2026-02-14,2026-02-19,273000.0,ACTIVE
B-ROTI02-0649,ROTI02,41,2026-02-14,2026-03-16,225500.0,ACTIVE
B-GAS01-0650,GAS01,14,2026-02-14,,259000.0,ACTIVE
B-BRS01-0651,BRS01,34,2026-02-21,2026-08-20,2108000.0,ACTIVE
B-BRS02-0652,BRS02,47,2026-02-21,2026-08-20,2538000.0,ACTIVE
B-GLA01-0653,GLA01,45,2026-02-21,,630000.0,ACTIVE
B-MYK01-0654,MYK01,38,2026-02-21,2027-02-21,627000.0,ACTIVE
B-MYK02-0655,MYK02,39,2026-02-21,2027-02-21,526500.0,ACTIVE
B-TLR01-0656,TLR01,35,2026-02-21,2026-03-07,910000.0,ACTIVE
B-TPG01-0657,TPG01,24,2026-02-21,2027-02-21,252000.0,ACTIVE
B-MIE01-0658,MIE01,128,2026-02-21,2026-10-19,332800.0,ACTIVE
B-MIE02-0659,MIE02,99,2026-02-21,2026-10-19,247500.0,ACTIVE
B-MIE03-0660,MIE03,77,2026-02-21,2026-10-19,192500.0,ACTIVE
B-MNM01-0661,MNM01,113,2026-02-21,2027-02-21,339000.0,ACTIVE
B-MNM02-0662,MNM02,80,2026-02-21,2026-08-20,248000.0,ACTIVE
B-MNM03-0663,MNM03,102,2026-02-21,2027-02-21,122400.0,ACTIVE
B-MNM04-0664,MNM04,51,2026-02-21,2027-02-21,153000.0,ACTIVE
B-RKK01-0665,RKK01,111,2026-02-21,,3496500.0,ACTIVE
