transaction_code,product_code,product_name,quantity,price_per_unit,cost_per_unit,subtotal,date
TRX-KLN-20251116-02105,TLR01,Telur Ayam Ras 1kg,1,29000.0,26000.0,29000.0,2025-11-16
TRX-KLN-20251116-02105,MIE01,Indomie Goreng Spesial 85g,3,3100.0,2600.0,9300.0,2025-11-16
TRX-KLN-20251116-02106,MNM01,Aqua Air Mineral 600ml,3,4000.0,3000.0,12000.0,2025-11-16
TRX-KLN-20251116-02106,RKK01,Rokok Sampoerna A Mild 16,2,34500.0,31500.0,69000.0,2025-11-16
TRX-KLN-20251116-02107,RKK01,Rokok Sampoerna A Mild 16,3,34500.0,31500.0,103500.0,2025-11-16
TRX-KLN-20251116-02108,MNM03,Kopi Kapal Api Mix Sachet,1,1500.0,1200.0,1500.0,2025-11-16
TRX-KLN-20251116-02108,KRT01,Rinso Anti Noda 770g,1,19000.0,16500.0,19000.0,2025-11-16
TRX-KLN-20251116-02109,KRT01,Rinso Anti Noda 770g,1,19000.0,16500.0,19000.0,2025-11-16
TRX-KLN-20251116-02109,MYK01,Minyak Goreng Bimoli 1L,2,18500.0,16500.0,37000.0,2025-11-16
TRX-KLN-20251116-02110,MNM04,Le Minerale 600ml,3,4000.0,3000.0,12000.0,2025-11-16
TRX-KLN-20251116-02110,MYK01,Minyak Goreng Bimoli 1L,1,18500.0,16500.0,18500.0,2025-11-16
TRX-KLN-20251116-02110,ROTI02,Susu UHT Ultramilk 250ml,2,7000.0,5500.0,14000.0,2025-11-16
TRX-KLN-20251116-02111,BRS01,Beras Premium C4 5kg,1,68000.0,62000.0,68000.0,2025-11-16
TRX-KLN-20251116-02112,RKK01,Rokok Sampoerna A Mild 16,1,34500.0,31500.0,34500.0,2025-11-16
TRX-KLN-20251117-02113,MIE03,Mie Sedaap Goreng,3,3000.0,2500.0,9000.0,2025-11-17
TRX-KLN-20251117-02113,KRT01,Rinso Anti Noda 770g,2,19000.0,16500.0,38000.0,2025-11-17
TRX-KLN-20251117-02114,MYK01,Minyak Goreng Bimoli 1L,1,18500.0,16500.0,18500.0,2025-11-17
TRX-KLN-20251117-02114,ROTI01,Roti Tawar Kupas Sari Roti,1,16000.0,13000.0,16000.0,2025-11-17
TRX-KLN-20251117-02114,KRT01,Rinso Anti Noda 770g,2,19000.0,16500.0,38000.0,2025-11-17
TRX-KLN-20251117-02115,MIE01,Indomie Goreng Spesial 85g,1,3100.0,2600.0,3100.0,2025-11-17
TRX-KLN-20251117-02116,GLA01,Gula Pasir Gulaku 1kg,3,16000.0,14000.0,48000.0,2025-11-17
TRX-KLN-20251117-02117,RKK01,Rokok Sampoerna A Mild 16,1,34500.0,31500.0,34500.0,2025-11-17
TRX-KLN-20251117-02118,MNM02,Teh Pucuk Harum 350ml,2,4000.0,3100.0,8000.0,2025-11-17
TRX-KLN-20251117-02118,TLR01,Telur Ayam Ras 1kg,1,29000.0,26000.0,29000.0,2025-11-17
TRX-KLN-20251117-02119,MNM03,Kopi Kapal Api Mix Sachet,4,1500.0,1200.0,6000.0,2025-11-17
TRX-KLN-20251117-02120,KRT01,Rinso Anti Noda 770g,1,19000.0,16500.0,19000.0,2025-11-17
TRX-KLN-20251117-02120,MIE02,Indomie Kuah Soto Ayam,3,3000.0,2500.0,9000.0,2025-11-17
TRX-KLN-20251117-02121,MNM03,Kopi Kapal Api Mix Sachet,3,1500.0,1200.0,4500.0,2025-11-17
TRX-KLN-20251117-02121,SNK03,Wafer Tango Cokelat 110g,2,7000.0,5200.0,14000.0,2025-11-17
TRX-KLN-20251117-02121,GAS01,Gas LPG 3kg (Melon),2,21000.0,18500.0,42000.0,2025-11-17
TRX-KLN-20251117-02121,ROTI02,Susu UHT Ultramilk 250ml,2,7000.0,5500.0,14000.0,2025-11-17
TRX-KLN-20251117-02122,MIE03,Mie Sedaap Goreng,1,3000.0,2500.0,3000.0,2025-11-17
TRX-KLN-20251117-02123,TLR01,Telur Ayam Ras 1kg,1,29000.0,26000.0,29000.0,2025-11-17
TRX-KLN-20251117-02124,MNM04,Le Minerale 600ml,1,4000.0,3000.0,4000.0,2025-11-17
TRX-KLN-20251117-02124,MIE01,Indomie Goreng Spesial 85g,4,3100.0,2600.0,12400.0,2025-11-17
TRX-KLN-20251117-02125,SNK02,Oreo Chocolate Cream 133g,2,9500.0,7500.0,19000.0,2025-11-17
TRX-KLN-20251117-02126,ROTI02,Susu UHT Ultramilk 250ml,1,7000.0,5500.0,7000.0,2025-11-17
TRX-KLN-20251117-02126,TLR01,Telur Ayam Ras 1kg,2,29000.0,26000.0,58000.0,2025-11-17
TRX-KLN-20251117-02127,MYK01,Minyak Goreng Bimoli 1L,3,18500.0,16500.0,55500.0,2025-11-17
TRX-KLN-20251117-02128,MIE03,Mie Sedaap Goreng,3,3000.0,2500.0,9000.0,2025-11-17
TRX-KLN-20251117-02128,MNM04,Le Minerale 600ml,2,4000.0,3000.0,8000.0,2025-11-17
TRX-KLN-20251117-02129,MNM04,Le Minerale 600ml,1,4000.0,3000.0,4000.0,2025-11-17
TRX-KLN-20251117-02130,MNM03,Kopi Kapal Api Mix Sachet,1,1500.0,1200.0,1500.0,2025-11-17
TRX-KLN-20251117-02130,MNM01,Aqua Air Mineral 600ml,3,4000.0,3000.0,12000.0,2025-11-17
TRX-KLN-20251117-02131,GLA01,Gula Pasir Gulaku 1kg,2,16000.0,14000.0,32000.0,2025-11-17
TRX-KLN-20251117-02131,MNM04,Le Minerale 600ml,3,4000.0,3000.0,12000.0,2025-11-17
TRX-KLN-20251117-02131,MIE03,Mie Sedaap Goreng,3,3000.0,2500.0,9000.0,2025-11-17
TRX-KLN-20251117-02132,TLR01,Telur Ayam Ras 1kg,1,29000.0,26000.0,29000.0,2025-11-17
TRX-KLN-20251118-02133,TPG01,Tepung Segitiga Biru 1kg,1,12500.0,10500.0,12500.0,2025-11-18
TRX-KLN-20251118-02133,MNM03,Kopi Kapal Api Mix Sachet,1,1500.0,1200.0,1500.0,2025-11-18
TRX-KLN-20251118-02133,MIE02,Indomie Kuah Soto Ayam,3,3000.0,2500.0,9000.0,2025-11-18
TRX-KLN-20251118-02134,TLR01,Telur Ayam Ras 1kg,1,29000.0,26000.0,29000.0,2025-11-18
TRX-KLN-20251118-02135,KRT01,Rinso Anti Noda 770g,2,19000.0,16500.0,38000.0,2025-11-18
TRX-KLN-20251118-02135,MYK01,Minyak Goreng Bimoli 1L,3,18500.0,16500.0,55500.0,2025-11-18
TRX-KLN-20251118-02135,MYK02,Minyak Goreng Kita 1L,1,15000.0,13500.0,15000.0,2025-11-18
TRX-KLN-20251118-02136,MNM02,Teh Pucuk Harum 350ml,1,4000.0,3100.0,4000.0,2025-11-18
TRX-KLN-20251118-02137,SNK02,Oreo Chocolate Cream 133g,2,9500.0,7500.0,19000.0,2025-11-18
TRX-KLN-20251118-02138,SNK03,Wafer Tango Cokelat 110g,1,7000.0,5200.0,7000.0,2025-11-18
TRX-KLN-20251118-02139,GLA01,Gula Pasir Gulaku 1kg,3,16000.0,14000.0,48000.0,2025-11-18
TRX-KLN-20251118-02140,SNK03,Wafer Tango Cokelat 110g,2,7000.0,5200.0,14000.0,2025-11-18
TRX-KLN-20251118-02140,TPG01,Tepung Segitiga Biru 1kg,1,12500.0,10500.0,12500.0,2025-11-18
TRX-KLN-20251118-02140,KRT01,Rinso Anti Noda 770g,1,19000.0,16500.0,19000.0,2025-11-18
TRX-KLN-20251118-02141,KRT02,Sunlight Pencuci Piring 650ml,2,14000.0,12000.0,28000.0,2025-11-18
TRX-KLN-20251118-02141,GLA01,Gula Pasir Gulaku 1kg,1,16000.0,14000.0,16000.0,2025-11-18
TRX-KLN-20251118-02142,ROTI02,Susu UHT Ultramilk 250ml,2,7000.0,5500.0,14000.0,2025-11-18
TRX-KLN-20251118-02142,MNM03,Kopi Kapal Api Mix Sachet,3,1500.0,1200.0,4500.0,2025-11-18
TRX-KLN-20251118-02143,GAS01,Gas LPG 3kg (Melon),2,21000.0,18500.0,42000.0,2025-11-18
TRX-KLN-20251118-02143,KRT01,Rinso Anti Noda 770g,1,19000.0,16500.0,19000.0,2025-11-18
TRX-KLN-20251118-02143,SNK02,Oreo Chocolate Cream 133g,1,9500.0,7500.0,9500.0,2025-11-18
TRX-KLN-20251118-02144,GLA01,Gula Pasir Gulaku 1kg,3,16000.0,14000.0,48000.0,2025-11-18
TRX-KLN-20251118-02145,MIE02,Indomie Kuah Soto Ayam,4,3000.0,2500.0,12000.0,2025-11-18
TRX-KLN-20251118-02146,ROTI02,Susu UHT Ultramilk 250ml,1,7000.0,5500.0,7000.0,2025-11-18
TRX-KLN-20251118-02146,ROTI01,Roti Tawar Kupas Sari Roti,1,16000.0,13000.0,16000.0,2025-11-18
TRX-KLN-20251118-02146,MYK01,Minyak Goreng Bimoli 1L,1,18500.0,16500.0,18500.0,2025-11-18
TRX-KLN-20251118-02147,RKK02,Rokok Gudang Garam Filter 12,3,25500.0,23000.0,76500.0,2025-11-18
TRX-KLN-20251118-02148,MIE02,Indomie Kuah Soto Ayam,4,3000.0,2500.0,12000.0,2025-11-18
TRX-KLN-20251118-02149,MNM02,Teh Pucuk Harum 350ml,3,4000.0,3100.0,12000.0,2025-11-18
TRX-KLN-20251118-02150,SNK01,Chitato Sapi Panggang 68g,2,8500.0,6800.0,17000.0,2025-11-18
TRX-KLN-20251118-02151,MNM03,Kopi Kapal Api Mix Sachet,3,1500.0,1200.0,4500.0,2025-11-18
TRX-KLN-20251118-02151,KRT01,Rinso Anti Noda 770g,1,19000.0,16500.0,19000.0,2025-11-18
TRX-KLN-20251118-02152,ROTI01,Roti Tawar Kupas Sari Roti,1,16000.0,13000.0,16000.0,2025-11-18
TRX-KLN-20251118-02153,MNM04,Le Minerale 600ml,2,4000.0,3000.0,8000.0,2025-11-18
TRX-KLN-20251119-02154,MYK01,Minyak Goreng Bimoli 1L,1,18500.0,16500.0,18500.0,2025-11-19
TRX-KLN-20251119-02155,SNK01,Chitato Sapi Panggang 68g,2,8500.0,6800.0,17000.0,2025-11-19
TRX-KLN-20251119-02156,SNK01,Chitato Sapi Panggang 68g,1,8500.0,6800.0,8500.0,2025-11-19
TRX-KLN-20251119-02157,TPG01,Tepung Segitiga Biru 1kg,1,12500.0,10500.0,12500.0,2025-11-19
TRX-KLN-20251119-02157,MIE01,Indomie Goreng Spesial 85g,4,3100.0,2600.0,12400.0,2025-11-19
TRX-KLN-20251119-02157,MYK02,Minyak Goreng Kita 1L,1,15000.0,13500.0,15000.0,2025-11-19
TRX-KLN-20251119-02158,GLA01,Gula Pasir Gulaku 1kg,2,16000.0,14000.0,32000.0,2025-11-19
TRX-KLN-20251119-02158,RKK01,Rokok Sampoerna A Mild 16,2,34500.0,31500.0,69000.0,2025-11-19
TRX-KLN-20251119-02158,BRS02,Beras Medium IR64 5kg,1,60000.0,54000.0,60000.0,2025-11-19
TRX-KLN-20251119-02159,ROTI02,Susu UHT Ultramilk 250ml,1,7000.0,5500.0,7000.0,2025-11-19
TRX-KLN-20251119-02159,TPG01,Tepung Segitiga Biru 1kg,2,12500.0,10500.0,25000.0,2025-11-19
TRX-KLN-20251119-02159,SNK03,Wafer Tango Cokelat 110g,1,7000.0,5200.0,7000.0,2025-11-19
TRX-KLN-20251119-02160,SNK03,Wafer Tango Cokelat 110g,1,7000.0,5200.0,7000.0,2025-11-19
TRX-KLN-20251119-02161,ROTI02,Susu UHT Ultramilk 250ml,2,7000.0,5500.0,14000.0,2025-11-19
TRX-KLN-20251119-02161,MNM01,Aqua Air Mineral 600ml,2,4000.0,3000.0,8000.0,2025-11-19
TRX-KLN-20251119-02162,KRT01,Rinso Anti Noda 770g,1,19000.0,16500.0,19000.0,2025-11-19
TRX-KLN-20251119-02163,GLA01,Gula Pasir Gulaku 1kg,1,16000.0,14000.0,16000.0,2025-11-19
TRX-KLN-20251119-02163,BRS02,Beras Medium IR64 5kg,2,60000.0,54000.0,120000.0,2025-11-19
TRX-KLN-20251119-02164,TPG01,Tepung Segitiga Biru 1kg,2,12500.0,10500.0,25000.0,2025-11-19
TRX-KLN-20251119-02164,MNM01,Aqua Air Mineral 600ml,1,4000.0,3000.0,4000.0,2025-11-19
TRX-KLN-20251119-02165,MNM01,Aqua Air Mineral 600ml,3,4000.0,3000.0,12000.0,2025-11-19
TRX-KLN-20251119-02166,GLA01,Gula Pasir Gulaku 1kg,2,16000.0,14000.0,32000.0,2025-11-19
TRX-KLN-20251119-02166,RKK01,Rokok Sampoerna A Mild 16,2,34500.0,31500.0,69000.0,2025-11-19
TRX-KLN-20251119-02167,SNK03,Wafer Tango Cokelat 110g,1,7000.0,5200.0,7000.0,2025-11-19
TRX-KLN-20251119-02167,BMB01,Masako Rasa Ayam 100g,1,5500.0,4500.0,5500.0,2025-11-19
TRX-KLN-20251119-02167,MNM04,Le Minerale 600ml,3,4000.0,3000.0,12000.0,2025-11-19
TRX-KLN-20251119-02168,MYK02,Minyak Goreng Kita 1L,2,15000.0,13500.0,30000.0,2025-11-19
TRX-KLN-20251119-02168,KRT02,Sunlight Pencuci Piring 650ml,1,14000.0,12000.0,14000.0,2025-11-19
TRX-KLN-20251119-02169,TLR01,Telur Ayam Ras 1kg,2,29000.0,26000.0,58000.0,2025-11-19
TRX-KLN-20251119-02169,MIE03,Mie Sedaap Goreng,3,3000.0,2500.0,9000.0,2025-11-19
TRX-KLN-20251119-02170,MIE02,Indomie Kuah Soto Ayam,4,3000.0,2500.0,12000.0,2025-11-19
TRX-KLN-20251119-02171,MIE03,Mie Sedaap Goreng,3,3000.0,2500.0,9000.0,2025-11-19
TRX-KLN-20251119-02171,MNM01,Aqua Air Mineral 600ml,2,4000.0,3000.0,8000.0,2025-11-19
TRX-KLN-20251119-02172,BMB01,Masako Rasa Ayam 100g,1,5500.0,4500.0,5500.0,2025-11-19
TRX-KLN-20251120-02173,SNK02,Oreo Chocolate Cream 133g,1,9500.0,7500.0,9500.0,2025-11-20
TRX-KLN-20251120-02173,GLA01,Gula Pasir Gulaku 1kg,1,16000.0,14000.0,16000.0,2025-11-20
TRX-KLN-20251120-02174,SNK01,Chitato Sapi Panggang 68g,1,8500.0,6800.0,8500.0,2025-11-20
TRX-KLN-20251120-02175,KRT01,Rinso Anti Noda 770g,1,19000.0,16500.0,19000.0,2025-11-20
TRX-KLN-20251120-02176,RKK01,Rokok Sampoerna A Mild 16,2,34500.0,31500.0,69000.0,2025-11-20
TRX-KLN-20251120-02177,MIE01,Indomie Goreng Spesial 85g,4,3100.0,2600.0,12400.0,2025-11-20
TRX-KLN-20251120-02178,KRT01,Rinso Anti Noda 770g,2,19000.0,16500.0,38000.0,2025-11-20
TRX-KLN-20251120-02178,RKK02,Rokok Gudang Garam Filter 12,1,25500.0,23000.0,25500.0,2025-11-20
TRX-KLN-20251120-02178,BMB01,Masako Rasa Ayam 100g,1,5500.0,4500.0,5500.0,2025-11-20
TRX-KLN-20251120-02179,RKK02,Rokok Gudang Garam Filter 12,1,25500.0,23000.0,25500.0,2025-11-20
TRX-KLN-20251120-02179,SNK03,Wafer Tango Cokelat 110g,2,7000.0,5200.0,14000.0,2025-11-20
TRX-KLN-20251120-02180,MIE01,Indomie Goreng Spesial 85g,4,3100.0,2600.0,12400.0,2025-11-20
TRX-KLN-20251120-02180,SNK03,Wafer Tango Cokelat 110g,1,7000.0,5200.0,7000.0,2025-11-20
TRX-KLN-20251120-02181,KRT01,Rinso Anti Noda 770g,2,19000.0,16500.0,38000.0,2025-11-20
TRX-KLN-20251120-02181,TPG01,Tepung Segitiga Biru 1kg,2,12500.0,10500.0,25000.0,2025-11-20
TRX-KLN-20251120-02181,ROTI01,Roti Tawar Kupas Sari Roti,1,16000.0,13000.0,16000.0,2025-11-20
TRX-KLN-20251120-02182,ROTI01,Roti Tawar Kupas Sari Roti,1,16000.0,13000.0,16000.0,2025-11-20
TRX-KLN-20251120-02183,MYK02,Minyak Goreng Kita 1L,1,15000.0,13500.0,15000.0,2025-11-20
TRX-KLN-20251120-02183,MIE01,Indomie Goreng Spesial 85g,2,3100.0,2600.0,6200.0,2025-11-20
TRX-KLN-20251120-02184,SNK02,Oreo Chocolate Cream 133g,1,9500.0,7500.0,9500.0,2025-11-20
TRX-KLN-20251120-02185,KRT01,Rinso Anti Noda 770g,1,19000.0,16500.0,19000.0,2025-11-20
TRX-KLN-20251120-02186,SNK02,Oreo Chocolate Cream 133g,2,9500.0,7500.0,19000.0,2025-11-20
TRX-KLN-20251120-02186,SNK03,Wafer Tango Cokelat 110g,2,7000.0,5200.0,14000.0,2025-11-20
TRX-KLN-20251121-02187,MIE03,Mie Sedaap Goreng,1,3000.0,2500.0,3000.0,2025-11-21
TRX-KLN-20251121-02188,GAS01,Gas LPG 3kg (Melon),2,21000.0,18500.0,42000.0,2025-11-21
TRX-KLN-20251121-02188,TLR01,Telur Ayam Ras 1kg,1,29000.0,26000.0,29000.0,2025-11-21
TRX-KLN-20251121-02189,MNM02,Teh Pucuk Harum 350ml,2,4000.0,3100.0,8000.0,2025-11-21
TRX-KLN-20251121-02189,BRS01,Beras Premium C4 5kg,2,68000.0,62000.0,136000.0,2025-11-21
TRX-KLN-20251121-02189,MIE01,Indomie Goreng Spesial 85g,3,3100.0,2600.0,9300.0,2025-11-21
TRX-KLN-20251121-02189,MNM04,Le Minerale 600ml,1,4000.0,3000.0,4000.0,2025-11-21
TRX-KLN-20251121-02190,RKK01,Rokok Sampoerna A Mild 16,3,34500.0,31500.0,103500.0,2025-11-21
TRX-KLN-20251121-02191,RKK02,Rokok Gudang Garam Filter 12,1,25500.0,23000.0,25500.0,2025-11-21
TRX-KLN-20251121-02191,MIE01,Indomie Goreng Spesial 85g,1,3100.0,2600.0,3100.0,2025-11-21
TRX-KLN-20251121-02191,GAS01,Gas LPG 3kg (Melon),2,21000.0,18500.0,42000.0,2025-11-21
TRX-KLN-20251121-02192,GLA01,Gula Pasir Gulaku 1kg,1,16000.0,14000.0,16000.0,2025-11-21
TRX-KLN-20251121-02192,MNM02,Teh Pucuk Harum 350ml,1,4000.0,3100.0,4000.0,2025-11-21
TRX-KLN-20251121-02193,MYK01,Minyak Goreng Bimoli 1L,2,18500.0,16500.0,37000.0,2025-11-21
TRX-KLN-20251121-02193,KRT02,Sunlight Pencuci Piring 650ml,1,14000.0,12000.0,14000.0,2025-11-21
TRX-KLN-20251121-02194,ROTI02,Susu UHT Ultramilk 250ml,2,7000.0,5500.0,14000.0,2025-11-21
TRX-KLN-20251121-02194,GLA01,Gula Pasir Gulaku 1kg,3,16000.0,14000.0,48000.0,2025-11-21
TRX-KLN-20251121-02195,MNM02,Teh Pucuk Harum 350ml,1,4000.0,3100.0,4000.0,2025-11-21
TRX-KLN-20251121-02195,TPG01,Tepung Segitiga Biru 1kg,1,12500.0,10500.0,12500.0,2025-11-21
TRX-KLN-20251121-02195,SNK01,Chitato Sapi Panggang 68g,2,8500.0,6800.0,17000.0,2025-11-21
TRX-KLN-20251121-02196,ROTI01,Roti Tawar Kupas Sari Roti,2,16000.0,13000.0,32000.0,2025-11-21
TRX-KLN-20251121-02196,ROTI02,Susu UHT Ultramilk 250ml,1,7000.0,5500.0,7000.0,2025-11-21
TRX-KLN-20251121-02197,MNM01,Aqua Air Mineral 600ml,4,4000.0,3000.0,16000.0,2025-11-21
TRX-KLN-20251121-02197,ROTI02,Susu UHT Ultramilk 250ml,1,7000.0,5500.0,7000.0,2025-11-21
TRX-KLN-20251121-02198,RKK02,Rokok Gudang Garam Filter 12,3,25500.0,23000.0,76500.0,2025-11-21
TRX-KLN-20251121-02199,RKK01,Rokok Sampoerna A Mild 16,2,34500.0,31500.0,69000.0,2025-11-21
TRX-KLN-20251121-02199,KRT01,Rinso Anti Noda 770g,1,19000.0,16500.0,19000.0,2025-11-21
TRX-KLN-20251121-02200,RKK02,Rokok Gudang Garam Filter 12,1,25500.0,23000.0,25500.0,2025-11-21
TRX-KLN-20251121-02201,KRT01,Rinso Anti Noda 770g,2,19000.0,16500.0,38000.0,2025-11-21
TRX-KLN-20251121-02201,MYK01,Minyak Goreng Bimoli 1L,2,18500.0,16500.0,37000.0,2025-11-21
TRX-KLN-20251121-02201,ROTI01,Roti Tawar Kupas Sari Roti,1,16000.0,13000.0,16000.0,2025-11-21
TRX-KLN-20251121-02202,MNM02,Teh Pucuk Harum 350ml,3,4000.0,3100.0,12000.0,2025-11-21
TRX-KLN-20251121-02202,MYK01,Minyak Goreng Bimoli 1L,2,18500.0,16500.0,37000.0,2025-11-21
TRX-KLN-20251121-02202,ROTI02,Susu UHT Ultramilk 250ml,1,7000.0,5500.0,7000.0,2025-11-21
TRX-KLN-20251121-02202,TPG01,Tepung Segitiga Biru 1kg,1,12500.0,10500.0,12500.0,2025-11-21
TRX-KLN-20251122-02203,SNK02,Oreo Chocolate Cream 133g,2,9500.0,7500.0,19000.0,2025-11-22
TRX-KLN-20251122-02203,MIE01,Indomie Goreng Spesial 85g,4,3100.0,2600.0,12400.0,2025-11-22
TRX-KLN-20251122-02203,MIE02,Indomie Kuah Soto Ayam,2,3000.0,2500.0,6000.0,2025-11-22
TRX-KLN-20251122-02204,SNK03,Wafer Tango Cokelat 110g,2,7000.0,5200.0,14000.0,2025-11-22
TRX-KLN-20251122-02205,MNM02,Teh Pucuk Harum 350ml,1,4000.0,3100.0,4000.0,2025-11-22
TRX-KLN-20251122-02206,GLA01,Gula Pasir Gulaku 1kg,3,16000.0,14000.0,48000.0,2025-11-22
TRX-KLN-20251122-02206,ROTI01,Roti Tawar Kupas Sari Roti,2,16000.0,13000.0,32000.0,2025-11-22
TRX-KLN-20251122-02207,SNK02,Oreo Chocolate Cream 133g,2,9500.0,7500.0,19000.0,2025-11-22
TRX-KLN-20251122-02208,RKK01,Rokok Sampoerna A Mild 16,3,34500.0,31500.0,103500.0,2025-11-22
TRX-KLN-20251122-02208,GAS01,Gas LPG 3kg (Melon),1,21000.0,18500.0,21000.0,2025-11-22
TRX-KLN-20251122-02209,GLA01,Gula Pasir Gulaku 1kg,2,16000.0,14000.0,32000.0,2025-11-22
TRX-KLN-20251122-02209,SNK01,Chitato Sapi Panggang 68g,1,8500.0,6800.0,8500.0,2025-11-22
TRX-KLN-20251122-02209,MNM01,Aqua Air Mineral 600ml,2,4000.0,3000.0,8000.0,2025-11-22
TRX-KLN-20251122-02210,KRT01,Rinso Anti Noda 770g,2,19000.0,16500.0,38000.0,2025-11-22
TRX-KLN-20251122-02211,SNK02,Oreo Chocolate Cream 133g,1,9500.0,7500.0,9500.0,2025-11-22
TRX-KLN-20251122-02211,MNM04,Le Minerale 600ml,1,4000.0,3000.0,4000.0,2025-11-22
TRX-KLN-20251122-02212,GLA01,Gula Pasir Gulaku 1kg,2,16000.0,14000.0,32000.0,2025-11-22
TRX-KLN-20251122-02212,BMB01,Masako Rasa Ayam 100g,2,5500.0,4500.0,11000.0,2025-11-22
TRX-KLN-20251122-02212,SNK01,Chitato Sapi Panggang 68g,1,8500.0,6800.0,8500.0,2025-11-22
TRX-KLN-20251122-02212,RKK02,Rokok Gudang Garam Filter 12,1,25500.0,23000.0,25500.0,2025-11-22
TRX-KLN-20251122-02213,MNM01,Aqua Air Mineral 600ml,1,4000.0,3000.0,4000.0,2025-11-22
TRX-KLN-20251122-02214,BRS02,Beras Medium IR64 5kg,2,60000.0,54000.0,120000.0,2025-11-22
TRX-KLN-20251122-02214,ROTI02,Susu UHT Ultramilk 250ml,2,7000.0,5500.0,14000.0,2025-11-22
TRX-KLN-20251122-02214,MNM02,Teh Pucuk Harum 350ml,2,4000.0,3100.0,8000.0,2025-11-22
TRX-KLN-20251122-02214,MYK01,Minyak Goreng Bimoli 1L,1,18500.0,16500.0,18500.0,2025-11-22
TRX-KLN-20251122-02215,MYK01,Minyak Goreng Bimoli 1L,3,18500.0,16500.0,55500.0,2025-11-22
TRX-KLN-20251122-02215,MNM04,Le Minerale 600ml,3,4000.0,3000.0,12000.0,2025-11-22
TRX-KLN-20251122-02215,KRT01,Rinso Anti Noda 770g,1,19000.0,16500.0,19000.0,2025-11-22
TRX-KLN-20251122-02216,MYK02,Minyak Goreng Kita 1L,3,15000.0,13500.0,45000.0,2025-11-22
TRX-KLN-20251122-02216,ROTI02,Susu UHT Ultramilk 250ml,1,7000.0,5500.0,7000.0,2025-11-22
TRX-KLN-20251122-02216,MYK01,Minyak Goreng Bimoli 1L,2,18500.0,16500.0,37000.0,2025-11-22
TRX-KLN-20251122-02217,RKK02,Rokok Gudang Garam Filter 12,2,25500.0,23000.0,51000.0,2025-11-22
TRX-KLN-20251122-02217,MNM03,Kopi Kapal Api Mix Sachet,4,1500.0,1200.0,6000.0,2025-11-22
TRX-KLN-20251122-02217,BMB01,Masako Rasa Ayam 100g,1,5500.0,4500.0,5500.0,2025-11-22
TRX-KLN-20251122-02218,MIE02,Indomie Kuah Soto Ayam,4,3000.0,2500.0,12000.0,2025-11-22
TRX-KLN-20251122-02219,SNK02,Oreo Chocolate Cream 133g,2,9500.0,7500.0,19000.0,2025-11-22
TRX-KLN-20251122-02219,KRT02,Sunlight Pencuci Piring 650ml,2,14000.0,12000.0,28000.0,2025-11-22
TRX-KLN-20251122-02220,RKK01,Rokok Sampoerna A Mild 16,3,34500.0,31500.0,103500.0,2025-11-22
TRX-KLN-20251123-02221,BRS01,Beras Premium C4 5kg,1,68000.0,62000.0,68000.0,2025-11-23
TRX-KLN-20251123-02221,MNM01,Aqua Air Mineral 600ml,4,4000.0,3000.0,16000.0,2025-11-23
TRX-KLN-20251123-02222,ROTI01,Roti Tawar Kupas Sari Roti,1,16000.0,13000.0,16000.0,2025-11-23
TRX-KLN-20251123-02223,MNM01,Aqua Air Mineral 600ml,2,4000.0,3000.0,8000.0,2025-11-23
TRX-KLN-20251123-02224,KRT01,Rinso Anti Noda 770g,2,19000.0,16500.0,38000.0,2025-11-23
TRX-KLN-20251123-02225,KRT02,Sunlight Pencuci Piring 650ml,1,14000.0,12000.0,14000.0,2025-11-23
TRX-KLN-20251123-02225,BRS02,Beras Medium IR64 5kg,2,60000.0,54000.0,120000.0,2025-11-23
TRX-KLN-20251123-02225,RKK02,Rokok Gudang Garam Filter 12,3,25500.0,23000.0,76500.0,2025-11-23
TRX-KLN-20251123-02226,KRT01,Rinso Anti Noda 770g,1,19000.0,16500.0,19000.0,2025-11-23
TRX-KLN-20251123-02227,MNM01,Aqua Air Mineral 600ml,4,4000.0,3000.0,16000.0,2025-11-23
TRX-KLN-20251123-02228,MNM01,Aqua Air Mineral 600ml,1,4000.0,3000.0,4000.0,2025-11-23
TRX-KLN-20251123-02229,GLA01,Gula Pasir Gulaku 1kg,2,16000.0,14000.0,32000.0,2025-11-23
TRX-KLN-20251123-02230,KRT02,Sunlight Pencuci Piring 650ml,1,14000.0,12000.0,14000.0,2025-11-23
TRX-KLN-20251123-02230,BRS01,Beras Premium C4 5kg,1,68000.0,62000.0,68000.0,2025-11-23
TRX-KLN-20251123-02231,MYK01,Minyak Goreng Bimoli 1L,3,18500.0,16500.0,55500.0,2025-11-23
TRX-KLN-20251123-02231,SNK01,Chitato Sapi Panggang 68g,1,8500.0,6800.0,8500.0,2025-11-23
TRX-KLN-20251123-02232,GAS01,Gas LPG 3kg (Melon),1,21000.0,18500.0,21000.0,2025-11-23
TRX-KLN-20251123-02233,MNM01,Aqua Air Mineral 600ml,3,4000.0,3000.0,12000.0,2025-11-23
TRX-KLN-20251123-02234,MYK02,Minyak Goreng Kita 1L,3,15000.0,13500.0,45000.0,2025-11-23
TRX-KLN-20251123-02234,GAS01,Gas LPG 3kg (Melon),1,21000.0,18500.0,21000.0,2025-11-23
TRX-KLN-20251123-02235,KRT01,Rinso Anti Noda 770g,2,19000.0,16500.0,38000.0,2025-11-23
