batch_code,product_code,product_name,quantity,cost_per_unit,purchase_date,expiry_date,status
BCH-0295,BMB01,Masako Ayam,34,4500,2026-05-13,2027-05-13,ACTIVE
BCH-0296,BMB01,Masako Ayam,30,4500,2026-05-20,2027-05-20,ACTIVE
BCH-0297,BMB01,Masako Ayam,35,4500,2026-05-27,2027-05-27,ACTIVE
BCH-0298,BMB01,Masako Ayam,31,4500,2026-06-03,2027-06-03,ACTIVE
BCH-0299,BMB01,Masako Ayam,30,4500,2026-06-10,2027-06-10,ACTIVE
BCH-0300,BMB01,Masako Ayam,28,4500,2026-06-17,2027-06-17,ACTIVE
BCH-0301,BMB01,Masako Ayam,30,4500,2026-06-24,2027-06-24,ACTIVE
BCH-0302,GAS01,Gas LPG 3kg,3,20000,2026-03-25,,ACTIVE
BCH-0303,GAS01,Gas LPG 3kg,3,20000,2026-04-01,,ACTIVE
BCH-0304,GAS01,Gas LPG 3kg,8,20000,2026-04-08,,ACTIVE
BCH-0305,GAS01,Gas LPG 3kg,2,20000,2026-04-15,,ACTIVE
BCH-0306,GAS01,Gas LPG 3kg,2,20000,2026-04-22,,ACTIVE
BCH-0307,GAS01,Gas LPG 3kg,2,20000,2026-04-29,,ACTIVE
BCH-0308,GAS01,Gas LPG 3kg,8,20000,2026-05-06,,ACTIVE
BCH-0309,GAS01,Gas LPG 3kg,6,20000,2026-05-13,,ACTIVE
BCH-0310,GAS01,Gas LPG 3kg,8,20000,2026-05-20,,ACTIVE
BCH-0311,GAS01,Gas LPG 3kg,7,20000,2026-05-27,,ACTIVE
BCH-0312,GAS01,Gas LPG 3kg,2,20000,2026-06-03,,ACTIVE
BCH-0313,GAS01,Gas LPG 3kg,8,20000,2026-06-10,,ACTIVE
BCH-0314,GAS01,Gas LPG 3kg,2,20000,2026-06-17,,ACTIVE
BCH-0315,GAS01,Gas LPG 3kg,7,20000,2026-06-24,,ACTIVE
BCH-0316,PRW01,Shampoo Sachet,24,500,2026-03-25,2028-03-24,ACTIVE
BCH-0317,PRW01,Shampoo Sachet,22,500,2026-04-01,2028-03-31,ACTIVE
BCH-0318,PRW01,Shampoo Sachet,26,500,2026-04-08,2028-04-07,ACTIVE
BCH-0319,PRW01,Shampoo Sachet,24,500,2026-04-15,2028-04-14,ACTIVE
BCH-0320,PRW01,Shampoo Sachet,27,500,2026-04-22,2028-04-21,ACTIVE
BCH-0321,PRW01,Shampoo Sachet,23,500,2026-04-29,2028-04-28,ACTIVE
BCH-0322,PRW01,Shampoo Sachet,26,500,2026-05-06,2028-05-05,ACTIVE
BCH-0323,PRW01,Shampoo Sachet,26,500,2026-05-13,2028-05-12,ACTIVE
BCH-0324,PRW01,Shampoo Sachet,28,500,2026-05-20,2028-05-19,ACTIVE
BCH-0325,PRW01,Shampoo Sachet,25,500,2026-05-27,2028-05-26,ACTIVE
BCH-0326,PRW01,Shampoo Sachet,22,500,2026-06-03,2028-06-02,ACTIVE
BCH-0327,PRW01,Shampoo Sachet,27,500,2026-06-10,2028-06-09,ACTIVE
BCH-0328,PRW01,Shampoo Sachet,24,500,2026-06-17,2028-06-16,ACTIVE
BCH-0329,PRW01,Shampoo Sachet,23,500,2026-06-24,2028-06-23,ACTIVE
