transaction_code,product_code,product_name,category,quantity,price,buying_price,discount,subtotal
STRX-260424-0458,MIE02,Mie Sedap Goreng,Mie Instan,4,3000,2500,0,12000
STRX-260424-0458,SMB02,Minyak Goreng 1L,Sembako,2,15000,13500,0,30000
STRX-260424-0458,MNM01,Aqua Botol 600ml,Minuman,3,4000,3000,0,12000
STRX-260424-0459,BMB01,Masako Ayam,Bumbu Dapur,1,5000,4500,0,5000
STRX-260424-0459,MIE03,Mie Sedap Soto Ayam,Mie Instan,2,3500,2750,0,7000
STRX-260424-0460,PRW01,Shampoo Sachet,Perawatan Tubuh,1,1000,500,0,1000
STRX-260424-0461,RKK01,Rokok Sampoerna,Rokok,1,27000,24000,0,27000
STRX-260424-0462,SMB02,Minyak Goreng 1L,Sembako,1,15000,13500,0,15000
STRX-260424-0462,SMB01,Gula Pasir 1kg,Sembako,1,15500,13500,0,15500
STRX-260424-0463,KRT01,Rinso Anti Noda Sachet,Kebutuhan RT,2,1500,1200,0,3000
STRX-260424-0463,RKK01,Rokok Sampoerna,Rokok,3,27000,24000,0,81000
STRX-260424-0463,MSC02,Milo Sachet,Minuman Sachet,5,1000,700,0,5000
STRX-260424-0464,SNK03,Chocolatos,Snack,1,1500,1000,0,1500
STRX-260424-0465,MIE02,Mie Sedap Goreng,Mie Instan,3,3000,2500,0,9000
STRX-260424-0466,MIE04,Mie Sedap Cup Soto,Mie Instan,1,5500,4500,0,5500
STRX-260424-0466,KRT03,Sabun Cuci Baju,Kebutuhan RT,2,5000,4500,0,10000
STRX-260424-0466,MIE03,Mie Sedap Soto Ayam,Mie Instan,2,3500,2750,0,7000
STRX-260424-0466,MNM02,Teh Pucuk Harum,Minuman,1,4000,3000,0,4000
STRX-260424-0467,MSC02,Milo Sachet,Minuman Sachet,2,1000,700,0,2000
STRX-260424-0467,SNK03,Chocolatos,Snack,2,1500,1000,0,3000
STRX-260424-0468,MIE02,Mie Sedap Goreng,Mie Instan,2,3000,2500,0,6000
STRX-260424-0469,MIE02,Mie Sedap Goreng,Mie Instan,4,3000,2500,0,12000
STRX-260424-0469,MSC02,Milo Sachet,Minuman Sachet,2,1000,700,0,2000
STRX-260424-0470,MNM02,Teh Pucuk Harum,Minuman,1,4000,3000,0,4000
STRX-260424-0471,MNM01,Aqua Botol 600ml,Minuman,4,4000,3000,0,16000
STRX-260424-0471,MNM03,Fanta 390ml,Minuman,3,5000,4000,0,15000
STRX-260424-0471,MSC02,Milo Sachet,Minuman Sachet,1,1000,700,0,1000
STRX-260424-0472,MSC02,Milo Sachet,Minuman Sachet,4,1000,700,0,4000
STRX-260424-0472,MNM02,Teh Pucuk Harum,Minuman,2,4000,3000,0,8000
STRX-260425-0473,MSC01,Kopi Sachet Gula Aren,Minuman Sachet,4,2000,1700,0,8000
STRX-260425-0473,MSC02,Milo Sachet,Minuman Sachet,1,1000,700,0,1000
STRX-260425-0473,MNM03,Fanta 390ml,Minuman,3,5000,4000,0,15000
STRX-260425-0473,KRT02,Sunlight Cuci Piring,Kebutuhan RT,1,9000,9000,1000,9000
STRX-260425-0473,KRT03,Sabun Cuci Baju,Kebutuhan RT,2,5000,4500,0,10000
STRX-260425-0474,MNM01,Aqua Botol 600ml,Minuman,1,4000,3000,0,4000
STRX-260425-0474,MIE02,Mie Sedap Goreng,Mie Instan,4,3000,2500,0,12000
STRX-260425-0475,RKK01,Rokok Sampoerna,Rokok,2,27000,24000,0,54000
STRX-260425-0475,MIE01,Indomie Goreng,Mie Instan,1,3000,2500,0,3000
STRX-260425-0475,SMB03,Tepung Beras,Sembako,1,4000,3300,0,4000
STRX-260425-0475,SMB01,Gula Pasir 1kg,Sembako,2,15500,13500,0,31000
STRX-260425-0475,SNK01,Chitato,Snack,1,2000,1800,0,2000
STRX-260425-0476,MNM01,Aqua Botol 600ml,Minuman,3,4000,3000,0,12000
STRX-260425-0476,MIE02,Mie Sedap Goreng,Mie Instan,1,3000,2500,0,3000
STRX-260425-0476,SMB01,Gula Pasir 1kg,Sembako,1,14725,13500,775,14725
STRX-260425-0477,MSC01,Kopi Sachet Gula Aren,Minuman Sachet,3,2000,1700,0,6000
STRX-260425-0477,PRW01,Shampoo Sachet,Perawatan Tubuh,2,1000,500,0,2000
STRX-260425-0478,BMB01,Masako Ayam,Bumbu Dapur,2,5000,4500,0,10000
STRX-260425-0479,MNM04,Pocari Sweat,Minuman,1,4500,4000,500,4500
STRX-260425-0479,MSC01,Kopi Sachet Gula Aren,Minuman Sachet,2,2000,1700,0,4000
STRX-260425-0479,MSC02,Milo Sachet,Minuman Sachet,3,1000,700,0,3000
STRX-260425-0480,MIE01,Indomie Goreng,Mie Instan,2,3000,2500,0,6000
STRX-260425-0480,RKK01,Rokok Sampoerna,Rokok,1,27000,24000,0,27000
STRX-260425-0481,PRW01,Shampoo Sachet,Perawatan Tubuh,2,1000,500,0,2000
STRX-260425-0482,SNK03,Chocolatos,Snack,2,1500,1000,0,3000
STRX-260425-0483,MIE01,Indomie Goreng,Mie Instan,1,3000,2500,0,3000
STRX-260425-0484,MIE02,Mie Sedap Goreng,Mie Instan,5,3000,2500,0,15000
STRX-260425-0484,MIE01,Indomie Goreng,Mie Instan,2,3000,2500,0,6000
STRX-260425-0484,MNM04,Pocari Sweat,Minuman,2,5000,4000,0,10000
STRX-260425-0485,MNM01,Aqua Botol 600ml,Minuman,3,4000,3000,0,12000
STRX-260425-0485,MSC02,Milo Sachet,Minuman Sachet,3,1000,700,0,3000
STRX-260425-0486,MNM02,Teh Pucuk Harum,Minuman,3,4000,3000,0,12000
STRX-260425-0487,MIE01,Indomie Goreng,Mie Instan,4,3000,2500,0,12000
STRX-260425-0487,KRT03,Sabun Cuci Baju,Kebutuhan RT,2,5000,4500,0,10000
STRX-260425-0488,MNM04,Pocari Sweat,Minuman,2,5000,4000,0,10000
STRX-260425-0489,MIE02,Mie Sedap Goreng,Mie Instan,2,3000,2500,0,6000
STRX-260425-0489,SMB04,Kecap Manis,Sembako,2,4000,3300,0,8000
STRX-260425-0490,RKK01,Rokok Sampoerna,Rokok,1,25650,24000,1350,25650
STRX-260425-0490,PRW01,Shampoo Sachet,Perawatan Tubuh,1,1000,500,0,1000
STRX-260425-0491,SNK01,Chitato,Snack,2,2000,1800,0,4000
STRX-260425-0491,MIE02,Mie Sedap Goreng,Mie Instan,2,3000,2500,0,6000
STRX-260425-0492,RKK01,Rokok Sampoerna,Rokok,3,27000,24000,0,81000
STRX-260425-0492,MIE01,Indomie Goreng,Mie Instan,2,3000,2500,0,6000
STRX-260425-0492,KRT03,Sabun Cuci Baju,Kebutuhan RT,2,5000,4500,0,10000
STRX-260425-0493,SMB03,Tepung Beras,Sembako,2,4000,3300,0,8000
STRX-260425-0493,MNM02,Teh Pucuk Harum,Minuman,2,4000,3000,0,8000
STRX-260425-0493,PRW01,Shampoo Sachet,Perawatan Tubuh,2,1000,500,0,2000
STRX-260425-0494,SMB03,Tepung Beras,Sembako,1,4000,3300,0,4000
STRX-260425-0494,PRW01,Shampoo Sachet,Perawatan Tubuh,3,1000,500,0,3000
STRX-260425-0495,MNM04,Pocari Sweat,Minuman,2,5000,4000,0,10000
STRX-260425-0496,SMB03,Tepung Beras,Sembako,1,4000,3300,0,4000
STRX-260425-0497,SMB01,Gula Pasir 1kg,Sembako,1,15500,13500,0,15500
STRX-260425-0497,SMB02,Minyak Goreng 1L,Sembako,1,15000,13500,0,15000
STRX-260425-0497,MNM01,Aqua Botol 600ml,Minuman,3,4000,3000,0,12000
STRX-260425-0498,SNK03,Chocolatos,Snack,2,1500,1000,0,3000
STRX-260425-0498,MNM04,Pocari Sweat,Minuman,1,5000,4000,0,5000
STRX-260425-0498,SMB01,Gula Pasir 1kg,Sembako,1,15500,13500,0,15500
STRX-260425-0499,MSC02,Milo Sachet,Minuman Sachet,1,1000,700,0,1000
STRX-260425-0499,MNM01,Aqua Botol 600ml,Minuman,2,4000,3000,0,8000
STRX-260425-0499,KRT03,Sabun Cuci Baju,Kebutuhan RT,2,5000,4500,0,10000
STRX-260425-0499,MIE04,Mie Sedap Cup Soto,Mie Instan,1,5500,4500,0,5500
STRX-260425-0499,KRT02,Sunlight Cuci Piring,Kebutuhan RT,2,10000,9000,0,20000
STRX-260425-0500,MIE01,Indomie Goreng,Mie Instan,2,3000,2500,0,6000
STRX-260425-0500,MIE02,Mie Sedap Goreng,Mie Instan,2,3000,2500,0,6000
STRX-260425-0500,RKK01,Rokok Sampoerna,Rokok,2,27000,24000,0,54000
STRX-260425-0501,SMB02,Minyak Goreng 1L,Sembako,1,15000,13500,0,15000
STRX-260425-0502,BMB01,Masako Ayam,Bumbu Dapur,3,5000,4500,0,15000
STRX-260425-0502,KRT03,Sabun Cuci Baju,Kebutuhan RT,1,5000,4500,0,5000
STRX-260426-0503,SMB02,Minyak Goreng 1L,Sembako,1,15000,13500,0,15000
STRX-260426-0503,RKK01,Rokok Sampoerna,Rokok,2,27000,24000,0,54000
STRX-260426-0503,MIE01,Indomie Goreng,Mie Instan,2,3000,2500,0,6000
STRX-260426-0504,MSC02,Milo Sachet,Minuman Sachet,4,1000,700,0,4000
STRX-260426-0504,SMB03,Tepung Beras,Sembako,1,4000,3300,0,4000
STRX-260426-0504,MIE02,Mie Sedap Goreng,Mie Instan,3,3000,2500,0,9000
STRX-260426-0505,SMB02,Minyak Goreng 1L,Sembako,1,15000,13500,0,15000
STRX-260426-0505,MIE01,Indomie Goreng,Mie Instan,1,3000,2500,0,3000
STRX-260426-0506,SMB02,Minyak Goreng 1L,Sembako,1,15000,13500,0,15000
STRX-260426-0506,SMB04,Kecap Manis,Sembako,1,4000,3300,0,4000
STRX-260426-0506,KRT02,Sunlight Cuci Piring,Kebutuhan RT,1,10000,9000,0,10000
STRX-260426-0506,MSC02,Milo Sachet,Minuman Sachet,4,1000,700,0,4000
STRX-260426-0507,MIE01,Indomie Goreng,Mie Instan,2,3000,2500,0,6000
STRX-260426-0508,MIE01,Indomie Goreng,Mie Instan,5,3000,2500,0,15000
STRX-260426-0509,MSC01,Kopi Sachet Gula Aren,Minuman Sachet,5,2000,1700,0,10000
STRX-260426-0509,MIE02,Mie Sedap Goreng,Mie Instan,4,3000,2500,0,12000
STRX-260426-0510,MSC02,Milo Sachet,Minuman Sachet,3,1000,700,0,3000
STRX-260426-0510,MIE03,Mie Sedap Soto Ayam,Mie Instan,2,3500,2750,0,7000
STRX-260426-0510,MIE02,Mie Sedap Goreng,Mie Instan,3,2550,2500,450,7650
STRX-260426-0511,MIE04,Mie Sedap Cup Soto,Mie Instan,1,5500,4500,0,5500
STRX-260426-0511,SNK03,Chocolatos,Snack,3,1500,1000,0,4500
STRX-260426-0512,SMB03,Tepung Beras,Sembako,1,4000,3300,0,4000
STRX-260426-0512,MIE02,Mie Sedap Goreng,Mie Instan,3,3000,2500,0,9000
STRX-260426-0513,SMB04,Kecap Manis,Sembako,1,4000,3300,0,4000
STRX-260426-0513,SNK01,Chitato,Snack,1,2000,1800,0,2000
STRX-260426-0514,MSC02,Milo Sachet,Minuman Sachet,2,1000,700,0,2000
STRX-260426-0514,MIE01,Indomie Goreng,Mie Instan,2,3000,2500,0,6000
STRX-260426-0515,SMB03,Tepung Beras,Sembako,1,4000,3300,0,4000
STRX-260426-0515,MIE01,Indomie Goreng,Mie Instan,4,3000,2500,0,12000
STRX-260426-0515,KRT03,Sabun Cuci Baju,Kebutuhan RT,2,5000,4500,0,10000
STRX-260426-0516,MSC01,Kopi Sachet Gula Aren,Minuman Sachet,4,2000,1700,0,8000
STRX-260426-0516,MIE02,Mie Sedap Goreng,Mie Instan,2,3000,2500,0,6000
STRX-260426-0516,MNM01,Aqua Botol 600ml,Minuman,1,4000,3000,0,4000
STRX-260426-0517,MSC01,Kopi Sachet Gula Aren,Minuman Sachet,1,2000,1700,0,2000
STRX-260426-0517,BMB01,Masako Ayam,Bumbu Dapur,1,5000,4500,0,5000
STRX-260426-0518,MNM03,Fanta 390ml,Minuman,2,5000,4000,0,10000
STRX-260426-0518,MNM01,Aqua Botol 600ml,Minuman,2,4000,3000,0,8000
STRX-260426-0519,GAS01,Gas LPG 3kg,Kebutuhan Dapur,1,23000,20000,0,23000
STRX-260426-0519,MIE01,Indomie Goreng,Mie Instan,2,3000,2500,0,6000
STRX-260426-0519,MIE03,Mie Sedap Soto Ayam,Mie Instan,4,3500,2750,0,14000
STRX-260426-0520,MIE01,Indomie Goreng,Mie Instan,4,3000,2500,0,12000
STRX-260426-0520,RKK01,Rokok Sampoerna,Rokok,3,22950,24000,4050,68850
STRX-260426-0521,MNM04,Pocari Sweat,Minuman,2,5000,4000,0,10000
STRX-260426-0521,MIE03,Mie Sedap Soto Ayam,Mie Instan,1,3500,2750,0,3500
STRX-260426-0521,SNK01,Chitato,Snack,2,2000,1800,0,4000
STRX-260426-0522,RKK01,Rokok Sampoerna,Rokok,2,27000,24000,0,54000
STRX-260426-0522,BMB01,Masako Ayam,Bumbu Dapur,2,5000,4500,0,10000
STRX-260426-0522,MIE01,Indomie Goreng,Mie Instan,3,3000,2500,0,9000
STRX-260426-0522,MNM01,Aqua Botol 600ml,Minuman,5,4000,3000,0,20000
STRX-260426-0523,SNK01,Chitato,Snack,2,2000,1800,0,4000
STRX-260426-0523,KRT03,Sabun Cuci Baju,Kebutuhan RT,2,5000,4500,0,10000
STRX-260426-0523,RKK01,Rokok Sampoerna,Rokok,2,27000,24000,0,54000
STRX-260426-0524,MNM04,Pocari Sweat,Minuman,2,5000,4000,0,10000
STRX-260426-0524,MIE01,Indomie Goreng,Mie Instan,1,3000,2500,0,3000
STRX-260426-0525,BMB01,Masako Ayam,Bumbu Dapur,4,5000,4500,0,20000
STRX-260426-0525,SMB03,Tepung Beras,Sembako,3,4000,3300,0,12000
STRX-260426-0525,MNM02,Teh Pucuk Harum,Minuman,1,4000,3000,0,4000
STRX-260426-0526,GAS01,Gas LPG 3kg,Kebutuhan Dapur,2,23000,20000,0,46000
STRX-260426-0526,SMB01,Gula Pasir 1kg,Sembako,1,15500,13500,0,15500
STRX-260426-0527,SMB03,Tepung Beras,Sembako,3,4000,3300,0,12000
STRX-260426-0527,KRT03,Sabun Cuci Baju,Kebutuhan RT,1,5000,4500,0,5000
STRX-260426-0528,RKK01,Rokok Sampoerna,Rokok,2,27000,24000,0,54000
STRX-260426-0528,MNM04,Pocari Sweat,Minuman,2,5000,4000,0,10000
STRX-260426-0529,PRW01,Shampoo Sachet,Perawatan Tubuh,1,1000,500,0,1000
STRX-260426-0529,SNK02,Better Caramel,Snack,1,2000,1600,0,2000
STRX-260426-0530,MIE01,Indomie Goreng,Mie Instan,4,3000,2500,0,12000
STRX-260426-0531,MIE03,Mie Sedap Soto Ayam,Mie Instan,1,3500,2750,0,3500
STRX-260426-0532,PRW01,Shampoo Sachet,Perawatan Tubuh,1,1000,500,0,1000
STRX-260426-0532,MIE01,Indomie Goreng,Mie Instan,1,3000,2500,0,3000
STRX-260426-0532,MNM02,Teh Pucuk Harum,Minuman,2,4000,3000,0,8000
STRX-260426-0533,SNK01,Chitato,Snack,1,2000,1800,0,2000
STRX-260426-0534,SNK01,Chitato,Snack,1,2000,1800,0,2000
STRX-260426-0534,PRW01,Shampoo Sachet,Perawatan Tubuh,1,850,500,150,850
STRX-260426-0534,RKK01,Rokok Sampoerna,Rokok,2,27000,24000,0,54000
STRX-260426-0534,SNK03,Chocolatos,Snack,1,1500,1000,0,1500
STRX-260427-0535,MIE02,Mie Sedap Goreng,Mie Instan,1,3000,2500,0,3000
STRX-260427-0535,MNM04,Pocari Sweat,Minuman,2,5000,4000,0,10000
STRX-260427-0535,SNK03,Chocolatos,Snack,3,1500,1000,0,4500
STRX-260427-0536,MSC02,Milo Sachet,Minuman Sachet,2,1000,700,0,2000
STRX-260427-0536,GAS01,Gas LPG 3kg,Kebutuhan Dapur,2,23000,20000,0,46000
STRX-260427-0537,MIE03,Mie Sedap Soto Ayam,Mie Instan,1,3500,2750,0,3500
STRX-260427-0537,MNM02,Teh Pucuk Harum,Minuman,2,4000,3000,0,8000
STRX-260427-0538,PRW01,Shampoo Sachet,Perawatan Tubuh,1,1000,500,0,1000
STRX-260427-0538,MNM01,Aqua Botol 600ml,Minuman,2,4000,3000,0,8000
STRX-260427-0538,BMB01,Masako Ayam,Bumbu Dapur,5,5000,4500,0,25000
STRX-260427-0538,MIE01,Indomie Goreng,Mie Instan,5,3000,2500,0,15000
STRX-260427-0539,MIE03,Mie Sedap Soto Ayam,Mie Instan,4,3500,2750,0,14000
STRX-260427-0539,MIE01,Indomie Goreng,Mie Instan,4,3000,2500,0,12000
STRX-260427-0539,MNM02,Teh Pucuk Harum,Minuman,1,4000,3000,0,4000
STRX-260427-0540,MSC01,Kopi Sachet Gula Aren,Minuman Sachet,1,2000,1700,0,2000
STRX-260427-0540,MNM02,Teh Pucuk Harum,Minuman,3,4000,3000,0,12000
STRX-260427-0541,MIE03,Mie Sedap Soto Ayam,Mie Instan,1,3500,2750,0,3500
STRX-260427-0541,MIE01,Indomie Goreng,Mie Instan,2,3000,2500,0,6000
STRX-260427-0541,BMB01,Masako Ayam,Bumbu Dapur,2,5000,4500,0,10000
STRX-260427-0542,MSC02,Milo Sachet,Minuman Sachet,2,1000,700,0,2000
STRX-260427-0542,MNM02,Teh Pucuk Harum,Minuman,1,4000,3000,0,4000
STRX-260427-0542,RKK01,Rokok Sampoerna,Rokok,2,27000,24000,0,54000
STRX-260427-0542,MIE01,Indomie Goreng,Mie Instan,1,3000,2500,0,3000
STRX-260427-0543,PRW01,Shampoo Sachet,Perawatan Tubuh,1,1000,500,0,1000
STRX-260427-0543,SMB02,Minyak Goreng 1L,Sembako,2,15000,13500,0,30000
STRX-260427-0543,MIE03,Mie Sedap Soto Ayam,Mie Instan,2,3500,2750,0,7000
STRX-260427-0544,RKK01,Rokok Sampoerna,Rokok,2,27000,24000,0,54000
STRX-260427-0544,MIE03,Mie Sedap Soto Ayam,Mie Instan,1,3500,2750,0,3500
STRX-260427-0545,BMB01,Masako Ayam,Bumbu Dapur,2,5000,4500,0,10000
STRX-260427-0545,MIE01,Indomie Goreng,Mie Instan,3,3000,2500,0,9000
STRX-260427-0546,RKK01,Rokok Sampoerna,Rokok,1,27000,24000,0,27000
STRX-260427-0546,SNK03,Chocolatos,Snack,1,1500,1000,0,1500
STRX-260427-0546,MNM01,Aqua Botol 600ml,Minuman,3,4000,3000,0,12000
STRX-260427-0547,PRW01,Shampoo Sachet,Perawatan Tubuh,2,1000,500,0,2000
STRX-260427-0547,MIE01,Indomie Goreng,Mie Instan,1,3000,2500,0,3000
STRX-260427-0548,MIE01,Indomie Goreng,Mie Instan,3,3000,2500,0,9000
STRX-260427-0549,MNM01,Aqua Botol 600ml,Minuman,3,4000,3000,0,12000
STRX-260427-0549,MIE02,Mie Sedap Goreng,Mie Instan,2,3000,2500,0,6000
STRX-260427-0550,SNK01,Chitato,Snack,3,2000,1800,0,6000
STRX-260427-0550,SNK03,Chocolatos,Snack,1,1500,1000,0,1500
STRX-260427-0550,BMB01,Masako Ayam,Bumbu Dapur,4,5000,4500,0,20000
STRX-260427-0551,KRT03,Sabun Cuci Baju,Kebutuhan RT,1,5000,4500,0,5000
STRX-260427-0551,SNK03,Chocolatos,Snack,2,1500,1000,0,3000
STRX-260427-0552,MIE03,Mie Sedap Soto Ayam,Mie Instan,2,3500,2750,0,7000
STRX-260427-0553,KRT03,Sabun Cuci Baju,Kebutuhan RT,1,5000,4500,0,5000
STRX-260427-0553,MNM02,Teh Pucuk Harum,Minuman,3,4000,3000,0,12000
STRX-260427-0553,RKK01,Rokok Sampoerna,Rokok,2,27000,24000,0,54000
STRX-260427-0553,MIE01,Indomie Goreng,Mie Instan,3,3000,2500,0,9000
STRX-260427-0554,SNK02,Better Caramel,Snack,1,1800,1600,200,1800
STRX-260427-0555,MSC01,Kopi Sachet Gula Aren,Minuman Sachet,2,2000,1700,0,4000
STRX-260427-0555,MIE03,Mie Sedap Soto Ayam,Mie Instan,1,3500,2750,0,3500
STRX-260427-0556,SNK03,Chocolatos,Snack,2,1500,1000,0,3000
STRX-260427-0556,BMB01,Masako Ayam,Bumbu Dapur,2,5000,4500,0,10000
STRX-260427-0556,MNM01,Aqua Botol 600ml,Minuman,1,4000,3000,0,4000
STRX-260427-0556,SMB01,Gula Pasir 1kg,Sembako,2,15500,13500,0,31000
STRX-260428-0557,MSC01,Kopi Sachet Gula Aren,Minuman Sachet,4,2000,1700,0,8000
STRX-260428-0557,PRW01,Shampoo Sachet,Perawatan Tubuh,1,1000,500,0,1000
STRX-260428-0558,SNK03,Chocolatos,Snack,3,1500,1000,0,4500
STRX-260428-0558,GAS01,Gas LPG 3kg,Kebutuhan Dapur,1,23000,20000,0,23000
STRX-260428-0558,MNM01,Aqua Botol 600ml,Minuman,2,4000,3000,0,8000
STRX-260428-0559,MIE01,Indomie Goreng,Mie Instan,3,3000,2500,0,9000
STRX-260428-0559,SMB04,Kecap Manis,Sembako,1,4000,3300,0,4000
STRX-260428-0559,SMB02,Minyak Goreng 1L,Sembako,1,15000,13500,0,15000
STRX-260428-0560,MNM03,Fanta 390ml,Minuman,1,5000,4000,0,5000
STRX-260428-0560,MNM02,Teh Pucuk Harum,Minuman,1,4000,3000,0,4000
STRX-260428-0561,SMB01,Gula Pasir 1kg,Sembako,1,13175,13500,2325,13175
STRX-260428-0561,MNM01,Aqua Botol 600ml,Minuman,3,4000,3000,0,12000
STRX-260428-0561,BMB01,Masako Ayam,Bumbu Dapur,4,5000,4500,0,20000
STRX-260428-0561,MIE03,Mie Sedap Soto Ayam,Mie Instan,2,3500,2750,0,7000
STRX-260428-0562,RKK01,Rokok Sampoerna,Rokok,3,27000,24000,0,81000
STRX-260428-0563,SMB02,Minyak Goreng 1L,Sembako,1,15000,13500,0,15000
STRX-260428-0564,MIE03,Mie Sedap Soto Ayam,Mie Instan,1,3500,2750,0,3500
STRX-260428-0564,SMB01,Gula Pasir 1kg,Sembako,1,15500,13500,0,15500
STRX-260428-0564,SMB02,Minyak Goreng 1L,Sembako,1,15000,13500,0,15000
STRX-260428-0564,KRT01,Rinso Anti Noda Sachet,Kebutuhan RT,1,1500,1200,0,1500
STRX-260428-0564,MNM01,Aqua Botol 600ml,Minuman,1,4000,3000,0,4000
STRX-260428-0565,KRT03,Sabun Cuci Baju,Kebutuhan RT,1,5000,4500,0,5000
STRX-260428-0565,MIE01,Indomie Goreng,Mie Instan,2,3000,2500,0,6000
STRX-260428-0566,MSC01,Kopi Sachet Gula Aren,Minuman Sachet,2,2000,1700,0,4000
STRX-260428-0566,PRW01,Shampoo Sachet,Perawatan Tubuh,1,1000,500,0,1000
STRX-260428-0566,MNM01,Aqua Botol 600ml,Minuman,2,4000,3000,0,8000
STRX-260428-0567,MIE03,Mie Sedap Soto Ayam,Mie Instan,1,3500,2750,0,3500
STRX-260428-0568,MNM04,Pocari Sweat,Minuman,1,5000,4000,0,5000
STRX-260428-0568,MIE03,Mie Sedap Soto Ayam,Mie Instan,1,3500,2750,0,3500
STRX-260428-0568,SMB02,Minyak Goreng 1L,Sembako,1,15000,13500,0,15000
STRX-260428-0568,PRW01,Shampoo Sachet,Perawatan Tubuh,1,1000,500,0,1000
STRX-260428-0569,SMB03,Tepung Beras,Sembako,1,4000,3300,0,4000
STRX-260428-0569,KRT01,Rinso Anti Noda Sachet,Kebutuhan RT,1,1500,1200,0,1500
STRX-260429-0570,MIE01,Indomie Goreng,Mie Instan,2,3000,2500,0,6000
STRX-260429-0570,SMB01,Gula Pasir 1kg,Sembako,3,15500,13500,0,46500
STRX-260429-0570,RKK01,Rokok Sampoerna,Rokok,2,27000,24000,0,54000
STRX-260429-0571,BMB01,Masako Ayam,Bumbu Dapur,2,5000,4500,0,10000
STRX-260429-0571,SNK01,Chitato,Snack,2,2000,1800,0,4000
STRX-260429-0571,SMB03,Tepung Beras,Sembako,2,4000,3300,0,8000
STRX-260429-0572,MIE02,Mie Sedap Goreng,Mie Instan,4,3000,2500,0,12000
STRX-260429-0573,MIE02,Mie Sedap Goreng,Mie Instan,3,3000,2500,0,9000
STRX-260429-0573,MIE01,Indomie Goreng,Mie Instan,2,3000,2500,0,6000
STRX-260429-0574,MIE01,Indomie Goreng,Mie Instan,1,3000,2500,0,3000
STRX-260429-0575,SMB02,Minyak Goreng 1L,Sembako,2,15000,13500,0,30000
STRX-260429-0575,SNK01,Chitato,Snack,1,2000,1800,0,2000
STRX-260429-0575,SNK03,Chocolatos,Snack,3,1500,1000,0,4500
STRX-260429-0576,GAS01,Gas LPG 3kg,Kebutuhan Dapur,1,23000,20000,0,23000
STRX-260429-0577,RKK01,Rokok Sampoerna,Rokok,3,27000,24000,0,81000
STRX-260429-0578,MIE01,Indomie Goreng,Mie Instan,2,3000,2500,0,6000
STRX-260429-0578,SNK03,Chocolatos,Snack,2,1500,1000,0,3000
STRX-260429-0579,MIE02,Mie Sedap Goreng,Mie Instan,2,3000,2500,0,6000
STRX-260429-0580,GAS01,Gas LPG 3kg,Kebutuhan Dapur,2,23000,20000,0,46000
STRX-260429-0580,MIE03,Mie Sedap Soto Ayam,Mie Instan,4,3500,2750,0,14000
STRX-260429-0581,MIE03,Mie Sedap Soto Ayam,Mie Instan,1,3500,2750,0,3500
STRX-260429-0581,MSC02,Milo Sachet,Minuman Sachet,3,1000,700,0,3000
STRX-260429-0582,MSC01,Kopi Sachet Gula Aren,Minuman Sachet,2,2000,1700,0,4000
STRX-260429-0582,MIE03,Mie Sedap Soto Ayam,Mie Instan,1,3500,2750,0,3500
STRX-260429-0583,PRW01,Shampoo Sachet,Perawatan Tubuh,3,1000,500,0,3000
STRX-260429-0584,MIE02,Mie Sedap Goreng,Mie Instan,3,3000,2500,0,9000
STRX-260429-0584,BMB01,Masako Ayam,Bumbu Dapur,3,5000,4500,0,15000
STRX-260429-0585,SNK03,Chocolatos,Snack,2,1500,1000,0,3000
STRX-260429-0586,KRT01,Rinso Anti Noda Sachet,Kebutuhan RT,2,1500,1200,0,3000
STRX-260429-0586,RKK01,Rokok Sampoerna,Rokok,3,27000,24000,0,81000
STRX-260429-0586,MNM03,Fanta 390ml,Minuman,1,5000,4000,0,5000
STRX-260429-0587,MSC02,Milo Sachet,Minuman Sachet,2,1000,700,0,2000
STRX-260429-0587,SMB01,Gula Pasir 1kg,Sembako,1,15500,13500,0,15500
STRX-260429-0588,SNK02,Better Caramel,Snack,1,2000,1600,0,2000
STRX-260429-0588,KRT02,Sunlight Cuci Piring,Kebutuhan RT,1,10000,9000,0,10000
STRX-260429-0588,RKK01,Rokok Sampoerna,Rokok,4,27000,24000,0,108000
STRX-260429-0588,SNK03,Chocolatos,Snack,1,1500,1000,0,1500
STRX-260429-0589,KRT01,Rinso Anti Noda Sachet,Kebutuhan RT,1,1500,1200,0,1500
STRX-260429-0589,MSC01,Kopi Sachet Gula Aren,Minuman Sachet,3,2000,1700,0,6000
STRX-260430-0590,SMB02,Minyak Goreng 1L,Sembako,1,15000,13500,0,15000
STRX-260430-0590,MSC02,Milo Sachet,Minuman Sachet,1,1000,700,0,1000
STRX-260430-0590,MSC01,Kopi Sachet Gula Aren,Minuman Sachet,3,2000,1700,0,6000
STRX-260430-0590,MIE01,Indomie Goreng,Mie Instan,4,3000,2500,0,12000
STRX-260430-0591,KRT03,Sabun Cuci Baju,Kebutuhan RT,1,5000,4500,0,5000
STRX-260430-0592,MIE02,Mie Sedap Goreng,Mie Instan,1,3000,2500,0,3000
STRX-260430-0592,KRT01,Rinso Anti Noda Sachet,Kebutuhan RT,2,1350,1200,150,2700
STRX-260430-0593,MNM01,Aqua Botol 600ml,Minuman,2,4000,3000,0,8000
